assignment_seed,backend,canonical_channels,cmir,converged,dataset,device,do_reject,dtype,duration_sec,elapsed_sec,fit_seed,gm,jax_version,kappa_eff_per_model,ll_final,ll_initial,ll_unit,m1_identity_error_bits_per_sample,max_iter,metric_status,n_baseline_windows,n_components,n_iter,n_samples,n_task_windows,num_mix,num_models,ordinary_mir_m1,package_commit,package_name,pca_explained_variance_ratio,picked_channel_count,picked_channels,platform,python,schema_version,sfreq,slurm_array_task_id,slurm_job_id,source_channel_count,subject,surrogate,surrogate_seed,task_onset_sec,task_window_sec,transition_buffer_sec,json_path,npz_path,n_fit_seeds_available,selected_fit_seed
20260715,JAX-GPU,"['Fp1', 'Fp2', 'F7', 'F3', 'Fz', 'F4', 'F8', 'T7', 'C3', 'Cz', 'C4', 'T8', 'P7', 'P3', 'Pz', 'P4', 'P8', 'O1', 'O2']","{'hard_100bins': {'any_low_occupancy': False, 'assignment': 'hard', 'bits_per_sample': 0.006361386725105113, 'clip_sd': 5.0, 'kbits_per_sec': 0.0015903466812762783, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 0.006361386725105113, 'effective_n': 150000.0, 'h_input_bits': 30.70561914826906, 'h_sources_bits': 30.69926225470279, 'kbits_per_sec': 0.0015903466812762783, 'log2_abs_det_w': 4.493158834997092e-06, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 100, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'soft_100bins': {'any_low_occupancy': False, 'assignment': 'soft', 'bits_per_sample': 0.006361386725105113, 'clip_sd': 5.0, 'kbits_per_sec': 0.0015903466812762783, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 0.006361386725105113, 'effective_n': 150000.0, 'h_input_bits': 30.70561914826906, 'h_sources_bits': 30.69926225470279, 'kbits_per_sec': 0.0015903466812762783, 'log2_abs_det_w': 4.493158834997092e-06, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 100, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'soft_200bins': {'any_low_occupancy': False, 'assignment': 'soft', 'bits_per_sample': 0.0063532817890192845, 'clip_sd': 5.0, 'kbits_per_sec': 0.0015883204472548211, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 0.0063532817890192845, 'effective_n': 150000.0, 'h_input_bits': 30.69278798750355, 'h_sources_bits': 30.686439198873366, 'kbits_per_sec': 0.0015883204472548211, 'log2_abs_det_w': 4.493158834997092e-06, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 200, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'soft_50bins': {'any_low_occupancy': False, 'assignment': 'soft', 'bits_per_sample': 0.0061853408303684815, 'clip_sd': 5.0, 'kbits_per_sec': 0.0015463352075921204, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 0.0061853408303684815, 'effective_n': 150000.0, 'h_input_bits': 30.7362236426431, 'h_sources_bits': 30.730042794971567, 'kbits_per_sec': 0.0015463352075921204, 'log2_abs_det_w': 4.493158834997092e-06, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 50, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'time_permuted_100bins': {'any_low_occupancy': False, 'assignment': 'time_permuted', 'bits_per_sample': 0.006361386725105113, 'clip_sd': 5.0, 'kbits_per_sec': 0.0015903466812762783, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 0.006361386725105113, 'effective_n': 150000.0, 'h_input_bits': 30.70561914826906, 'h_sources_bits': 30.69926225470279, 'kbits_per_sec': 0.0015903466812762783, 'log2_abs_det_w': 4.493158834997092e-06, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 100, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}}",False,ds004504,gpu:NVIDIA H100 80GB HBM3,False,float64,600.0,53.18548274040222,0,[1.0],0.9.1,666.6666666666666,-1.4184963187081372,-1.4517082273821598,nats per retained component per sample,-6.394884621840902e-14,2000,exploratory posterior-weighted conditional MIR,0,15,2000,150000,0,3,1,"{'bits_per_sample': 0.006361386725169062, 'h_input_bits': 30.705619148266177, 'h_sources_bits': 30.699262254699843, 'kbits_per_sec': 0.0015903466812922655, 'log2_abs_det_W': 4.493158834997092e-06, 'n_components': 15, 'n_samples_used': 150000, 'note': 'subspace MIR (Frank 2022 eq. 7) computed in retained PCA-whitened space.', 'sfreq_hz': 250.0, 'subspace_mode': True}",unknown,amica_python,"[0.8100205041056674, 0.11049879124891968, 0.03804746794038206, 0.011519772594270847, 0.00670641530120695, 0.004871926227588931, 0.003665810331829751, 0.0023089500651333355, 0.002116034084304399, 0.0018726967096434422, 0.0018035519686848745, 0.0013895843171979829, 0.0011936482021677021, 0.0009394662964463953, 0.0008638651743173447]",19,"['Fp1', 'Fp2', 'F7', 'F3', 'Fz', 'F4', 'F8', 'T3', 'C3', 'Cz', 'C4', 'T4', 'T5', 'P3', 'Pz', 'P4', 'T6', 'O1', 'O2']",Linux-5.14.0-611.54.3.el9_7.x86_64-x86_64-AMD_EPYC_9454_48-Core_Processor-with-glibc2.37,"3.11.5 (main, Sep 19 2023, 16:07:22) [GCC 12.3.1 20230526]",1,250.0,1,49214728,19,37,phase,100037,nan,5.0,30.0,D:\amica-validation-workspace\repos\amica-python-benchmark\results\multimodel_cmir\smoke_job_49020640\mmc_ds004504_sub-37_M01_fitseed0_phase100037.json,D:\amica-validation-workspace\repos\amica-python-benchmark\results\multimodel_cmir\smoke_job_49020640\mmc_ds004504_sub-37_M01_fitseed0_phase100037.npz,1,0
20260715,JAX-GPU,"['Fp1', 'Fp2', 'F7', 'F3', 'Fz', 'F4', 'F8', 'T7', 'C3', 'Cz', 'C4', 'T8', 'P7', 'P3', 'Pz', 'P4', 'P8', 'O1', 'O2']","{'hard_100bins': {'any_low_occupancy': False, 'assignment': 'hard', 'bits_per_sample': 1.9420889770743206, 'clip_sd': 5.0, 'kbits_per_sec': 0.48552224426858015, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 1.9420889770743206, 'effective_n': 150000.0, 'h_input_bits': 28.52297865513505, 'h_sources_bits': 26.65991960410661, 'kbits_per_sec': 0.48552224426858015, 'log2_abs_det_w': 0.0790299260458806, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 100, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'soft_100bins': {'any_low_occupancy': False, 'assignment': 'soft', 'bits_per_sample': 1.9420889770743206, 'clip_sd': 5.0, 'kbits_per_sec': 0.48552224426858015, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 1.9420889770743206, 'effective_n': 150000.0, 'h_input_bits': 28.52297865513505, 'h_sources_bits': 26.65991960410661, 'kbits_per_sec': 0.48552224426858015, 'log2_abs_det_w': 0.0790299260458806, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 100, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'soft_200bins': {'any_low_occupancy': False, 'assignment': 'soft', 'bits_per_sample': 1.9726739089014065, 'clip_sd': 5.0, 'kbits_per_sec': 0.4931684772253516, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 1.9726739089014065, 'effective_n': 150000.0, 'h_input_bits': 28.491913890726206, 'h_sources_bits': 26.59826990787068, 'kbits_per_sec': 0.4931684772253516, 'log2_abs_det_w': 0.0790299260458806, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 200, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'soft_50bins': {'any_low_occupancy': False, 'assignment': 'soft', 'bits_per_sample': 1.8205754662788398, 'clip_sd': 5.0, 'kbits_per_sec': 0.45514386656970995, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 1.8205754662788398, 'effective_n': 150000.0, 'h_input_bits': 28.58108976900803, 'h_sources_bits': 26.839544228775072, 'kbits_per_sec': 0.45514386656970995, 'log2_abs_det_w': 0.0790299260458806, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 50, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}, 'time_permuted_100bins': {'any_low_occupancy': False, 'assignment': 'time_permuted', 'bits_per_sample': 1.9420889770743206, 'clip_sd': 5.0, 'kbits_per_sec': 0.48552224426858015, 'min_effective_n': 2000.0, 'min_posterior_mass': 2000.0, 'models': [{'bits_per_sample': 1.9420889770743206, 'effective_n': 150000.0, 'h_input_bits': 28.52297865513505, 'h_sources_bits': 26.65991960410661, 'kbits_per_sec': 0.48552224426858015, 'log2_abs_det_w': 0.0790299260458806, 'low_occupancy': False, 'model': 0, 'occupancy': 1.0, 'posterior_mass': 150000.0}], 'n_bins': 100, 'n_components': 15, 'n_models': 1, 'n_samples': 150000, 'note': 'Exploratory posterior-weighted conditional MIR; not standard global MIR.'}}",False,ds004504,gpu:NVIDIA H100 80GB HBM3,False,float64,600.0,53.82784056663513,0,[1.0],0.9.1,666.6666666666666,-1.2313336616828778,-1.442221345608447,nats per retained component per sample,-8.881784197001252e-14,2000,exploratory posterior-weighted conditional MIR,0,15,2000,150000,0,3,1,"{'bits_per_sample': 1.9420889770744094, 'h_input_bits': 28.52297865513206, 'h_sources_bits': 26.659919604103532, 'kbits_per_sec': 0.48552224426860235, 'log2_abs_det_W': 0.0790299260458806, 'n_components': 15, 'n_samples_used': 150000, 'note': 'subspace MIR (Frank 2022 eq. 7) computed in retained PCA-whitened space.', 'sfreq_hz': 250.0, 'subspace_mode': True}",unknown,amica_python,"[0.8100205041056674, 0.11049879124891968, 0.03804746794038206, 0.011519772594270847, 0.00670641530120695, 0.004871926227588931, 0.003665810331829751, 0.0023089500651333355, 0.002116034084304399, 0.0018726967096434422, 0.0018035519686848745, 0.0013895843171979829, 0.0011936482021677021, 0.0009394662964463953, 0.0008638651743173447]",19,"['Fp1', 'Fp2', 'F7', 'F3', 'Fz', 'F4', 'F8', 'T3', 'C3', 'Cz', 'C4', 'T4', 'T5', 'P3', 'Pz', 'P4', 'T6', 'O1', 'O2']",Linux-5.14.0-611.54.3.el9_7.x86_64-x86_64-AMD_EPYC_9454_48-Core_Processor-with-glibc2.37,"3.11.5 (main, Sep 19 2023, 16:07:22) [GCC 12.3.1 20230526]",1,250.0,0,49214727,19,37,none,0,nan,5.0,30.0,D:\amica-validation-workspace\repos\amica-python-benchmark\results\multimodel_cmir\smoke_job_49020640\mmc_ds004504_sub-37_M01_fitseed0_real.json,D:\amica-validation-workspace\repos\amica-python-benchmark\results\multimodel_cmir\smoke_job_49020640\mmc_ds004504_sub-37_M01_fitseed0_real.npz,1,0
