dataset,subject,model_order,selected_fit_seed,balanced_accuracy,permutation_mean,permutation_p95,permutation_p,n_permutations_valid,n_splits_valid,n_baseline_windows,n_task_windows,buffer_windows,permutation_block_windows
ds004505,1,10,0,1.0,0.5060032237606734,0.7050139652014652,0.004975124378109453,200,5,48,59,1,6
