dataset,subject,num_models,fit_seed,surrogate,surrogate_seed
ds004504,40,10,2,none,0
ds004504,40,10,2,phase,100040
ds004504,41,1,0,none,0
ds004504,41,1,0,phase,100041
ds004504,41,1,1,none,0
ds004504,41,1,1,phase,100041
ds004504,41,1,2,none,0
ds004504,41,1,2,phase,100041
ds004504,41,2,0,none,0
ds004504,41,2,0,phase,100041
ds004504,41,2,1,none,0
ds004504,41,2,1,phase,100041
ds004504,41,2,2,none,0
ds004504,41,2,2,phase,100041
ds004504,41,3,0,none,0
ds004504,41,3,0,phase,100041
ds004504,41,3,1,none,0
ds004504,41,3,1,phase,100041
ds004504,41,3,2,none,0
ds004504,41,3,2,phase,100041
ds004504,41,4,0,none,0
ds004504,41,4,0,phase,100041
ds004504,41,4,1,none,0
ds004504,41,4,1,phase,100041
ds004504,41,4,2,none,0
ds004504,41,4,2,phase,100041
ds004504,41,5,0,none,0
ds004504,41,5,0,phase,100041
ds004504,41,5,1,none,0
ds004504,41,5,1,phase,100041
ds004504,41,5,2,none,0
ds004504,41,5,2,phase,100041
ds004504,41,6,0,none,0
ds004504,41,6,0,phase,100041
ds004504,41,6,1,none,0
ds004504,41,6,1,phase,100041
ds004504,41,6,2,none,0
ds004504,41,6,2,phase,100041
ds004504,41,7,0,none,0
ds004504,41,7,0,phase,100041
ds004504,41,7,1,none,0
ds004504,41,7,1,phase,100041
ds004504,41,7,2,none,0
ds004504,41,7,2,phase,100041
ds004504,41,8,0,none,0
ds004504,41,8,0,phase,100041
ds004504,41,8,1,none,0
ds004504,41,8,1,phase,100041
ds004504,41,8,2,none,0
ds004504,41,8,2,phase,100041
ds004504,41,9,0,none,0
ds004504,41,9,0,phase,100041
ds004504,41,9,1,none,0
ds004504,41,9,1,phase,100041
ds004504,41,9,2,none,0
ds004504,41,9,2,phase,100041
ds004504,41,10,0,none,0
ds004504,41,10,0,phase,100041
ds004504,41,10,1,none,0
ds004504,41,10,1,phase,100041
ds004504,41,10,2,none,0
ds004504,41,10,2,phase,100041
ds004504,42,1,0,none,0
ds004504,42,1,0,phase,100042
ds004504,42,1,1,none,0
ds004504,42,1,1,phase,100042
ds004504,42,1,2,none,0
ds004504,42,1,2,phase,100042
ds004504,42,2,0,none,0
ds004504,42,2,0,phase,100042
ds004504,42,2,1,none,0
ds004504,42,2,1,phase,100042
ds004504,42,2,2,none,0
ds004504,42,2,2,phase,100042
ds004504,42,3,0,none,0
ds004504,42,3,0,phase,100042
ds004504,42,3,1,none,0
ds004504,42,3,1,phase,100042
ds004504,42,3,2,none,0
ds004504,42,3,2,phase,100042
ds004504,42,4,0,none,0
ds004504,42,4,0,phase,100042
ds004504,42,4,1,none,0
ds004504,42,4,1,phase,100042
ds004504,42,4,2,none,0
ds004504,42,4,2,phase,100042
ds004504,42,5,0,none,0
ds004504,42,5,0,phase,100042
ds004504,42,5,1,none,0
ds004504,42,5,1,phase,100042
ds004504,42,5,2,none,0
ds004504,42,5,2,phase,100042
ds004504,42,6,0,none,0
ds004504,42,6,0,phase,100042
ds004504,42,6,1,none,0
ds004504,42,6,1,phase,100042
ds004504,42,6,2,none,0
ds004504,42,6,2,phase,100042
ds004504,42,7,0,none,0
ds004504,42,7,0,phase,100042
ds004504,42,7,1,none,0
ds004504,42,7,1,phase,100042
ds004504,42,7,2,none,0
ds004504,42,7,2,phase,100042
ds004504,42,8,0,none,0
ds004504,42,8,0,phase,100042
ds004504,42,8,1,none,0
ds004504,42,8,1,phase,100042
ds004504,42,8,2,none,0
ds004504,42,8,2,phase,100042
ds004504,42,9,0,none,0
ds004504,42,9,0,phase,100042
ds004504,42,9,1,none,0
ds004504,42,9,1,phase,100042
ds004504,42,9,2,none,0
ds004504,42,9,2,phase,100042
ds004504,42,10,0,none,0
ds004504,42,10,0,phase,100042
ds004504,42,10,1,none,0
ds004504,42,10,1,phase,100042
ds004504,42,10,2,none,0
ds004504,42,10,2,phase,100042
ds004504,43,1,0,none,0
ds004504,43,1,0,phase,100043
ds004504,43,1,1,none,0
ds004504,43,1,1,phase,100043
ds004504,43,1,2,none,0
ds004504,43,1,2,phase,100043
ds004504,43,2,0,none,0
ds004504,43,2,0,phase,100043
ds004504,43,2,1,none,0
ds004504,43,2,1,phase,100043
ds004504,43,2,2,none,0
ds004504,43,2,2,phase,100043
ds004504,43,3,0,none,0
ds004504,43,3,0,phase,100043
ds004504,43,3,1,none,0
ds004504,43,3,1,phase,100043
ds004504,43,3,2,none,0
ds004504,43,3,2,phase,100043
ds004504,43,4,0,none,0
ds004504,43,4,0,phase,100043
ds004504,43,4,1,none,0
ds004504,43,4,1,phase,100043
ds004504,43,4,2,none,0
ds004504,43,4,2,phase,100043
ds004504,43,5,0,none,0
ds004504,43,5,0,phase,100043
ds004504,43,5,1,none,0
ds004504,43,5,1,phase,100043
ds004504,43,5,2,none,0
ds004504,43,5,2,phase,100043
ds004504,43,6,0,none,0
ds004504,43,6,0,phase,100043
ds004504,43,6,1,none,0
ds004504,43,6,1,phase,100043
ds004504,43,6,2,none,0
ds004504,43,6,2,phase,100043
ds004504,43,7,0,none,0
ds004504,43,7,0,phase,100043
ds004504,43,7,1,none,0
ds004504,43,7,1,phase,100043
ds004504,43,7,2,none,0
ds004504,43,7,2,phase,100043
ds004504,43,8,0,none,0
ds004504,43,8,0,phase,100043
ds004504,43,8,1,none,0
ds004504,43,8,1,phase,100043
ds004504,43,8,2,none,0
ds004504,43,8,2,phase,100043
ds004504,43,9,0,none,0
ds004504,43,9,0,phase,100043
ds004504,43,9,1,none,0
ds004504,43,9,1,phase,100043
ds004504,43,9,2,none,0
ds004504,43,9,2,phase,100043
ds004504,43,10,0,none,0
ds004504,43,10,0,phase,100043
ds004504,43,10,1,none,0
ds004504,43,10,1,phase,100043
ds004504,43,10,2,none,0
ds004504,43,10,2,phase,100043
ds004504,44,1,0,none,0
ds004504,44,1,0,phase,100044
ds004504,44,1,1,none,0
ds004504,44,1,1,phase,100044
ds004504,44,1,2,none,0
ds004504,44,1,2,phase,100044
ds004504,44,2,0,none,0
ds004504,44,2,0,phase,100044
ds004504,44,2,1,none,0
ds004504,44,2,1,phase,100044
ds004504,44,2,2,none,0
ds004504,44,2,2,phase,100044
ds004504,44,3,0,none,0
ds004504,44,3,0,phase,100044
ds004504,44,3,1,none,0
ds004504,44,3,1,phase,100044
ds004504,44,3,2,none,0
ds004504,44,3,2,phase,100044
ds004504,44,4,0,none,0
ds004504,44,4,0,phase,100044
ds004504,44,4,1,none,0
ds004504,44,4,1,phase,100044
ds004504,44,4,2,none,0
ds004504,44,4,2,phase,100044
ds004504,44,5,0,none,0
ds004504,44,5,0,phase,100044
ds004504,44,5,1,none,0
ds004504,44,5,1,phase,100044
ds004504,44,5,2,none,0
ds004504,44,5,2,phase,100044
ds004504,44,6,0,none,0
ds004504,44,6,0,phase,100044
ds004504,44,6,1,none,0
ds004504,44,6,1,phase,100044
ds004504,44,6,2,none,0
ds004504,44,6,2,phase,100044
ds004504,44,7,0,none,0
ds004504,44,7,0,phase,100044
ds004504,44,7,1,none,0
ds004504,44,7,1,phase,100044
ds004504,44,7,2,none,0
ds004504,44,7,2,phase,100044
ds004504,44,8,0,none,0
ds004504,44,8,0,phase,100044
ds004504,44,8,1,none,0
ds004504,44,8,1,phase,100044
ds004504,44,8,2,none,0
ds004504,44,8,2,phase,100044
ds004504,44,9,0,none,0
ds004504,44,9,0,phase,100044
ds004504,44,9,1,none,0
ds004504,44,9,1,phase,100044
ds004504,44,9,2,none,0
ds004504,44,9,2,phase,100044
ds004504,44,10,0,none,0
ds004504,44,10,0,phase,100044
ds004504,44,10,1,none,0
ds004504,44,10,1,phase,100044
ds004504,44,10,2,none,0
ds004504,44,10,2,phase,100044
ds004504,45,1,0,none,0
ds004504,45,1,0,phase,100045
ds004504,45,1,1,none,0
ds004504,45,1,1,phase,100045
ds004504,45,1,2,none,0
ds004504,45,1,2,phase,100045
ds004504,45,2,0,none,0
ds004504,45,2,0,phase,100045
ds004504,45,2,1,none,0
ds004504,45,2,1,phase,100045
ds004504,45,2,2,none,0
ds004504,45,2,2,phase,100045
ds004504,45,3,0,none,0
ds004504,45,3,0,phase,100045
ds004504,45,3,1,none,0
ds004504,45,3,1,phase,100045
ds004504,45,3,2,none,0
ds004504,45,3,2,phase,100045
ds004504,45,4,0,none,0
ds004504,45,4,0,phase,100045
ds004504,45,4,1,none,0
ds004504,45,4,1,phase,100045
ds004504,45,4,2,none,0
ds004504,45,4,2,phase,100045
ds004504,45,5,0,none,0
ds004504,45,5,0,phase,100045
ds004504,45,5,1,none,0
ds004504,45,5,1,phase,100045
ds004504,45,5,2,none,0
ds004504,45,5,2,phase,100045
ds004504,45,6,0,none,0
ds004504,45,6,0,phase,100045
ds004504,45,6,1,none,0
ds004504,45,6,1,phase,100045
ds004504,45,6,2,none,0
ds004504,45,6,2,phase,100045
ds004504,45,7,0,none,0
ds004504,45,7,0,phase,100045
ds004504,45,7,1,none,0
ds004504,45,7,1,phase,100045
ds004504,45,7,2,none,0
ds004504,45,7,2,phase,100045
ds004504,45,8,0,none,0
ds004504,45,8,0,phase,100045
ds004504,45,8,1,none,0
ds004504,45,8,1,phase,100045
ds004504,45,8,2,none,0
ds004504,45,8,2,phase,100045
ds004504,45,9,0,none,0
ds004504,45,9,0,phase,100045
ds004504,45,9,1,none,0
ds004504,45,9,1,phase,100045
ds004504,45,9,2,none,0
ds004504,45,9,2,phase,100045
ds004504,45,10,0,none,0
ds004504,45,10,0,phase,100045
ds004504,45,10,1,none,0
ds004504,45,10,1,phase,100045
ds004504,45,10,2,none,0
ds004504,45,10,2,phase,100045
ds004504,46,1,0,none,0
ds004504,46,1,0,phase,100046
ds004504,46,1,1,none,0
ds004504,46,1,1,phase,100046
ds004504,46,1,2,none,0
ds004504,46,1,2,phase,100046
ds004504,46,2,0,none,0
ds004504,46,2,0,phase,100046
ds004504,46,2,1,none,0
ds004504,46,2,1,phase,100046
ds004504,46,2,2,none,0
ds004504,46,2,2,phase,100046
ds004504,46,3,0,none,0
ds004504,46,3,0,phase,100046
ds004504,46,3,1,none,0
ds004504,46,3,1,phase,100046
ds004504,46,3,2,none,0
ds004504,46,3,2,phase,100046
ds004504,46,4,0,none,0
ds004504,46,4,0,phase,100046
ds004504,46,4,1,none,0
ds004504,46,4,1,phase,100046
ds004504,46,4,2,none,0
ds004504,46,4,2,phase,100046
ds004504,46,5,0,none,0
ds004504,46,5,0,phase,100046
ds004504,46,5,1,none,0
ds004504,46,5,1,phase,100046
ds004504,46,5,2,none,0
ds004504,46,5,2,phase,100046
ds004504,46,6,0,none,0
ds004504,46,6,0,phase,100046
ds004504,46,6,1,none,0
ds004504,46,6,1,phase,100046
ds004504,46,6,2,none,0
ds004504,46,6,2,phase,100046
ds004504,46,7,0,none,0
ds004504,46,7,0,phase,100046
ds004504,46,7,1,none,0
ds004504,46,7,1,phase,100046
ds004504,46,7,2,none,0
ds004504,46,7,2,phase,100046
ds004504,46,8,0,none,0
ds004504,46,8,0,phase,100046
ds004504,46,8,1,none,0
ds004504,46,8,1,phase,100046
ds004504,46,8,2,none,0
ds004504,46,8,2,phase,100046
ds004504,46,9,0,none,0
ds004504,46,9,0,phase,100046
ds004504,46,9,1,none,0
ds004504,46,9,1,phase,100046
ds004504,46,9,2,none,0
ds004504,46,9,2,phase,100046
ds004504,46,10,0,none,0
ds004504,46,10,0,phase,100046
ds004504,46,10,1,none,0
ds004504,46,10,1,phase,100046
ds004504,46,10,2,none,0
ds004504,46,10,2,phase,100046
ds004504,47,1,0,none,0
ds004504,47,1,0,phase,100047
ds004504,47,1,1,none,0
ds004504,47,1,1,phase,100047
ds004504,47,1,2,none,0
ds004504,47,1,2,phase,100047
ds004504,47,2,0,none,0
ds004504,47,2,0,phase,100047
ds004504,47,2,1,none,0
ds004504,47,2,1,phase,100047
ds004504,47,2,2,none,0
ds004504,47,2,2,phase,100047
ds004504,47,3,0,none,0
ds004504,47,3,0,phase,100047
ds004504,47,3,1,none,0
ds004504,47,3,1,phase,100047
ds004504,47,3,2,none,0
ds004504,47,3,2,phase,100047
ds004504,47,4,0,none,0
ds004504,47,4,0,phase,100047
ds004504,47,4,1,none,0
ds004504,47,4,1,phase,100047
ds004504,47,4,2,none,0
ds004504,47,4,2,phase,100047
ds004504,47,5,0,none,0
ds004504,47,5,0,phase,100047
ds004504,47,5,1,none,0
ds004504,47,5,1,phase,100047
ds004504,47,5,2,none,0
ds004504,47,5,2,phase,100047
ds004504,47,6,0,none,0
ds004504,47,6,0,phase,100047
ds004504,47,6,1,none,0
ds004504,47,6,1,phase,100047
ds004504,47,6,2,none,0
ds004504,47,6,2,phase,100047
ds004504,47,7,0,none,0
ds004504,47,7,0,phase,100047
ds004504,47,7,1,none,0
ds004504,47,7,1,phase,100047
ds004504,47,7,2,none,0
ds004504,47,7,2,phase,100047
ds004504,47,8,0,none,0
ds004504,47,8,0,phase,100047
ds004504,47,8,1,none,0
ds004504,47,8,1,phase,100047
ds004504,47,8,2,none,0
ds004504,47,8,2,phase,100047
ds004504,47,9,0,none,0
ds004504,47,9,0,phase,100047
ds004504,47,9,1,none,0
ds004504,47,9,1,phase,100047
ds004504,47,9,2,none,0
ds004504,47,9,2,phase,100047
ds004504,47,10,0,none,0
ds004504,47,10,0,phase,100047
ds004504,47,10,1,none,0
ds004504,47,10,1,phase,100047
ds004504,47,10,2,none,0
ds004504,47,10,2,phase,100047
ds004504,48,1,0,none,0
ds004504,48,1,0,phase,100048
ds004504,48,1,1,none,0
ds004504,48,1,1,phase,100048
ds004504,48,1,2,none,0
ds004504,48,1,2,phase,100048
ds004504,48,2,0,none,0
ds004504,48,2,0,phase,100048
ds004504,48,2,1,none,0
ds004504,48,2,1,phase,100048
ds004504,48,2,2,none,0
ds004504,48,2,2,phase,100048
ds004504,48,3,0,none,0
ds004504,48,3,0,phase,100048
ds004504,48,3,1,none,0
ds004504,48,3,1,phase,100048
ds004504,48,3,2,none,0
ds004504,48,3,2,phase,100048
ds004504,48,4,0,none,0
ds004504,48,4,0,phase,100048
ds004504,48,4,1,none,0
ds004504,48,4,1,phase,100048
ds004504,48,4,2,none,0
ds004504,48,4,2,phase,100048
ds004504,48,5,0,none,0
ds004504,48,5,0,phase,100048
ds004504,48,5,1,none,0
ds004504,48,5,1,phase,100048
ds004504,48,5,2,none,0
ds004504,48,5,2,phase,100048
ds004504,48,6,0,none,0
ds004504,48,6,0,phase,100048
ds004504,48,6,1,none,0
ds004504,48,6,1,phase,100048
ds004504,48,6,2,none,0
ds004504,48,6,2,phase,100048
ds004504,48,7,0,none,0
ds004504,48,7,0,phase,100048
ds004504,48,7,1,none,0
ds004504,48,7,1,phase,100048
ds004504,48,7,2,none,0
ds004504,48,7,2,phase,100048
ds004504,48,8,0,none,0
ds004504,48,8,0,phase,100048
ds004504,48,8,1,none,0
ds004504,48,8,1,phase,100048
ds004504,48,8,2,none,0
ds004504,48,8,2,phase,100048
ds004504,48,9,0,none,0
ds004504,48,9,0,phase,100048
ds004504,48,9,1,none,0
ds004504,48,9,1,phase,100048
ds004504,48,9,2,none,0
ds004504,48,9,2,phase,100048
ds004504,48,10,0,none,0
ds004504,48,10,0,phase,100048
ds004504,48,10,1,none,0
ds004504,48,10,1,phase,100048
ds004504,48,10,2,none,0
ds004504,48,10,2,phase,100048
ds004504,49,1,0,none,0
ds004504,49,1,0,phase,100049
ds004504,49,1,1,none,0
ds004504,49,1,1,phase,100049
ds004504,49,1,2,none,0
ds004504,49,1,2,phase,100049
ds004504,49,2,0,none,0
ds004504,49,2,0,phase,100049
ds004504,49,2,1,none,0
ds004504,49,2,1,phase,100049
ds004504,49,2,2,none,0
ds004504,49,2,2,phase,100049
ds004504,49,3,0,none,0
ds004504,49,3,0,phase,100049
ds004504,49,3,1,none,0
ds004504,49,3,1,phase,100049
ds004504,49,3,2,none,0
ds004504,49,3,2,phase,100049
ds004504,49,4,0,none,0
ds004504,49,4,0,phase,100049
ds004504,49,4,1,none,0
ds004504,49,4,1,phase,100049
ds004504,49,4,2,none,0
ds004504,49,4,2,phase,100049
ds004504,49,5,0,none,0
ds004504,49,5,0,phase,100049
ds004504,49,5,1,none,0
ds004504,49,5,1,phase,100049
ds004504,49,5,2,none,0
ds004504,49,5,2,phase,100049
ds004504,49,6,0,none,0
ds004504,49,6,0,phase,100049
ds004504,49,6,1,none,0
ds004504,49,6,1,phase,100049
ds004504,49,6,2,none,0
ds004504,49,6,2,phase,100049
ds004504,49,7,0,none,0
ds004504,49,7,0,phase,100049
ds004504,49,7,1,none,0
ds004504,49,7,1,phase,100049
ds004504,49,7,2,none,0
ds004504,49,7,2,phase,100049
ds004504,49,8,0,none,0
ds004504,49,8,0,phase,100049
ds004504,49,8,1,none,0
ds004504,49,8,1,phase,100049
ds004504,49,8,2,none,0
ds004504,49,8,2,phase,100049
ds004504,49,9,0,none,0
ds004504,49,9,0,phase,100049
ds004504,49,9,1,none,0
ds004504,49,9,1,phase,100049
ds004504,49,9,2,none,0
ds004504,49,9,2,phase,100049
ds004504,49,10,0,none,0
ds004504,49,10,0,phase,100049
ds004504,49,10,1,none,0
ds004504,49,10,1,phase,100049
ds004504,49,10,2,none,0
ds004504,49,10,2,phase,100049
ds004504,50,1,0,none,0
ds004504,50,1,0,phase,100050
ds004504,50,1,1,none,0
ds004504,50,1,1,phase,100050
ds004504,50,1,2,none,0
ds004504,50,1,2,phase,100050
ds004504,50,2,0,none,0
ds004504,50,2,0,phase,100050
ds004504,50,2,1,none,0
ds004504,50,2,1,phase,100050
ds004504,50,2,2,none,0
ds004504,50,2,2,phase,100050
ds004504,50,3,0,none,0
ds004504,50,3,0,phase,100050
ds004504,50,3,1,none,0
ds004504,50,3,1,phase,100050
ds004504,50,3,2,none,0
ds004504,50,3,2,phase,100050
ds004504,50,4,0,none,0
ds004504,50,4,0,phase,100050
ds004504,50,4,1,none,0
ds004504,50,4,1,phase,100050
ds004504,50,4,2,none,0
ds004504,50,4,2,phase,100050
ds004504,50,5,0,none,0
ds004504,50,5,0,phase,100050
ds004504,50,5,1,none,0
ds004504,50,5,1,phase,100050
ds004504,50,5,2,none,0
ds004504,50,5,2,phase,100050
ds004504,50,6,0,none,0
ds004504,50,6,0,phase,100050
ds004504,50,6,1,none,0
ds004504,50,6,1,phase,100050
ds004504,50,6,2,none,0
ds004504,50,6,2,phase,100050
ds004504,50,7,0,none,0
ds004504,50,7,0,phase,100050
ds004504,50,7,1,none,0
ds004504,50,7,1,phase,100050
ds004504,50,7,2,none,0
ds004504,50,7,2,phase,100050
ds004504,50,8,0,none,0
ds004504,50,8,0,phase,100050
ds004504,50,8,1,none,0
ds004504,50,8,1,phase,100050
ds004504,50,8,2,none,0
ds004504,50,8,2,phase,100050
ds004504,50,9,0,none,0
ds004504,50,9,0,phase,100050
ds004504,50,9,1,none,0
ds004504,50,9,1,phase,100050
ds004504,50,9,2,none,0
ds004504,50,9,2,phase,100050
ds004504,50,10,0,none,0
ds004504,50,10,0,phase,100050
ds004504,50,10,1,none,0
ds004504,50,10,1,phase,100050
ds004504,50,10,2,none,0
ds004504,50,10,2,phase,100050
ds004504,51,1,0,none,0
ds004504,51,1,0,phase,100051
ds004504,51,1,1,none,0
ds004504,51,1,1,phase,100051
ds004504,51,1,2,none,0
ds004504,51,1,2,phase,100051
ds004504,51,2,0,none,0
ds004504,51,2,0,phase,100051
ds004504,51,2,1,none,0
ds004504,51,2,1,phase,100051
ds004504,51,2,2,none,0
ds004504,51,2,2,phase,100051
ds004504,51,3,0,none,0
ds004504,51,3,0,phase,100051
ds004504,51,3,1,none,0
ds004504,51,3,1,phase,100051
ds004504,51,3,2,none,0
ds004504,51,3,2,phase,100051
ds004504,51,4,0,none,0
ds004504,51,4,0,phase,100051
ds004504,51,4,1,none,0
ds004504,51,4,1,phase,100051
ds004504,51,4,2,none,0
ds004504,51,4,2,phase,100051
ds004504,51,5,0,none,0
ds004504,51,5,0,phase,100051
ds004504,51,5,1,none,0
ds004504,51,5,1,phase,100051
ds004504,51,5,2,none,0
ds004504,51,5,2,phase,100051
ds004504,51,6,0,none,0
ds004504,51,6,0,phase,100051
ds004504,51,6,1,none,0
ds004504,51,6,1,phase,100051
ds004504,51,6,2,none,0
ds004504,51,6,2,phase,100051
ds004504,51,7,0,none,0
ds004504,51,7,0,phase,100051
ds004504,51,7,1,none,0
ds004504,51,7,1,phase,100051
ds004504,51,7,2,none,0
ds004504,51,7,2,phase,100051
ds004504,51,8,0,none,0
ds004504,51,8,0,phase,100051
ds004504,51,8,1,none,0
ds004504,51,8,1,phase,100051
ds004504,51,8,2,none,0
ds004504,51,8,2,phase,100051
ds004504,51,9,0,none,0
ds004504,51,9,0,phase,100051
ds004504,51,9,1,none,0
ds004504,51,9,1,phase,100051
ds004504,51,9,2,none,0
ds004504,51,9,2,phase,100051
ds004504,51,10,0,none,0
ds004504,51,10,0,phase,100051
ds004504,51,10,1,none,0
ds004504,51,10,1,phase,100051
ds004504,51,10,2,none,0
ds004504,51,10,2,phase,100051
ds004504,52,1,0,none,0
ds004504,52,1,0,phase,100052
ds004504,52,1,1,none,0
ds004504,52,1,1,phase,100052
ds004504,52,1,2,none,0
ds004504,52,1,2,phase,100052
ds004504,52,2,0,none,0
ds004504,52,2,0,phase,100052
ds004504,52,2,1,none,0
ds004504,52,2,1,phase,100052
ds004504,52,2,2,none,0
ds004504,52,2,2,phase,100052
ds004504,52,3,0,none,0
ds004504,52,3,0,phase,100052
ds004504,52,3,1,none,0
ds004504,52,3,1,phase,100052
ds004504,52,3,2,none,0
ds004504,52,3,2,phase,100052
ds004504,52,4,0,none,0
ds004504,52,4,0,phase,100052
ds004504,52,4,1,none,0
ds004504,52,4,1,phase,100052
ds004504,52,4,2,none,0
ds004504,52,4,2,phase,100052
ds004504,52,5,0,none,0
ds004504,52,5,0,phase,100052
ds004504,52,5,1,none,0
ds004504,52,5,1,phase,100052
ds004504,52,5,2,none,0
ds004504,52,5,2,phase,100052
ds004504,52,6,0,none,0
ds004504,52,6,0,phase,100052
ds004504,52,6,1,none,0
ds004504,52,6,1,phase,100052
ds004504,52,6,2,none,0
ds004504,52,6,2,phase,100052
ds004504,52,7,0,none,0
ds004504,52,7,0,phase,100052
ds004504,52,7,1,none,0
ds004504,52,7,1,phase,100052
ds004504,52,7,2,none,0
ds004504,52,7,2,phase,100052
ds004504,52,8,0,none,0
ds004504,52,8,0,phase,100052
ds004504,52,8,1,none,0
ds004504,52,8,1,phase,100052
ds004504,52,8,2,none,0
ds004504,52,8,2,phase,100052
ds004504,52,9,0,none,0
ds004504,52,9,0,phase,100052
ds004504,52,9,1,none,0
ds004504,52,9,1,phase,100052
ds004504,52,9,2,none,0
ds004504,52,9,2,phase,100052
ds004504,52,10,0,none,0
ds004504,52,10,0,phase,100052
ds004504,52,10,1,none,0
ds004504,52,10,1,phase,100052
ds004504,52,10,2,none,0
ds004504,52,10,2,phase,100052
ds004504,53,1,0,none,0
ds004504,53,1,0,phase,100053
ds004504,53,1,1,none,0
ds004504,53,1,1,phase,100053
ds004504,53,1,2,none,0
ds004504,53,1,2,phase,100053
ds004504,53,2,0,none,0
ds004504,53,2,0,phase,100053
ds004504,53,2,1,none,0
ds004504,53,2,1,phase,100053
ds004504,53,2,2,none,0
ds004504,53,2,2,phase,100053
ds004504,53,3,0,none,0
ds004504,53,3,0,phase,100053
ds004504,53,3,1,none,0
ds004504,53,3,1,phase,100053
ds004504,53,3,2,none,0
ds004504,53,3,2,phase,100053
ds004504,53,4,0,none,0
ds004504,53,4,0,phase,100053
ds004504,53,4,1,none,0
ds004504,53,4,1,phase,100053
ds004504,53,4,2,none,0
ds004504,53,4,2,phase,100053
ds004504,53,5,0,none,0
ds004504,53,5,0,phase,100053
ds004504,53,5,1,none,0
ds004504,53,5,1,phase,100053
ds004504,53,5,2,none,0
ds004504,53,5,2,phase,100053
ds004504,53,6,0,none,0
ds004504,53,6,0,phase,100053
ds004504,53,6,1,none,0
ds004504,53,6,1,phase,100053
ds004504,53,6,2,none,0
ds004504,53,6,2,phase,100053
ds004504,53,7,0,none,0
ds004504,53,7,0,phase,100053
ds004504,53,7,1,none,0
ds004504,53,7,1,phase,100053
ds004504,53,7,2,none,0
ds004504,53,7,2,phase,100053
ds004504,53,8,0,none,0
ds004504,53,8,0,phase,100053
ds004504,53,8,1,none,0
ds004504,53,8,1,phase,100053
ds004504,53,8,2,none,0
ds004504,53,8,2,phase,100053
ds004504,53,9,0,none,0
ds004504,53,9,0,phase,100053
ds004504,53,9,1,none,0
ds004504,53,9,1,phase,100053
ds004504,53,9,2,none,0
ds004504,53,9,2,phase,100053
ds004504,53,10,0,none,0
ds004504,53,10,0,phase,100053
ds004504,53,10,1,none,0
ds004504,53,10,1,phase,100053
ds004504,53,10,2,none,0
ds004504,53,10,2,phase,100053
ds004504,54,1,0,none,0
ds004504,54,1,0,phase,100054
ds004504,54,1,1,none,0
ds004504,54,1,1,phase,100054
ds004504,54,1,2,none,0
ds004504,54,1,2,phase,100054
ds004504,54,2,0,none,0
ds004504,54,2,0,phase,100054
ds004504,54,2,1,none,0
ds004504,54,2,1,phase,100054
ds004504,54,2,2,none,0
ds004504,54,2,2,phase,100054
ds004504,54,3,0,none,0
ds004504,54,3,0,phase,100054
ds004504,54,3,1,none,0
ds004504,54,3,1,phase,100054
ds004504,54,3,2,none,0
ds004504,54,3,2,phase,100054
ds004504,54,4,0,none,0
ds004504,54,4,0,phase,100054
ds004504,54,4,1,none,0
ds004504,54,4,1,phase,100054
ds004504,54,4,2,none,0
ds004504,54,4,2,phase,100054
ds004504,54,5,0,none,0
ds004504,54,5,0,phase,100054
ds004504,54,5,1,none,0
ds004504,54,5,1,phase,100054
ds004504,54,5,2,none,0
ds004504,54,5,2,phase,100054
ds004504,54,6,0,none,0
ds004504,54,6,0,phase,100054
ds004504,54,6,1,none,0
ds004504,54,6,1,phase,100054
ds004504,54,6,2,none,0
ds004504,54,6,2,phase,100054
ds004504,54,7,0,none,0
ds004504,54,7,0,phase,100054
ds004504,54,7,1,none,0
ds004504,54,7,1,phase,100054
ds004504,54,7,2,none,0
ds004504,54,7,2,phase,100054
ds004504,54,8,0,none,0
ds004504,54,8,0,phase,100054
ds004504,54,8,1,none,0
ds004504,54,8,1,phase,100054
ds004504,54,8,2,none,0
ds004504,54,8,2,phase,100054
ds004504,54,9,0,none,0
ds004504,54,9,0,phase,100054
ds004504,54,9,1,none,0
ds004504,54,9,1,phase,100054
ds004504,54,9,2,none,0
ds004504,54,9,2,phase,100054
ds004504,54,10,0,none,0
ds004504,54,10,0,phase,100054
ds004504,54,10,1,none,0
ds004504,54,10,1,phase,100054
ds004504,54,10,2,none,0
ds004504,54,10,2,phase,100054
ds004504,55,1,0,none,0
ds004504,55,1,0,phase,100055
ds004504,55,1,1,none,0
ds004504,55,1,1,phase,100055
ds004504,55,1,2,none,0
ds004504,55,1,2,phase,100055
ds004504,55,2,0,none,0
ds004504,55,2,0,phase,100055
ds004504,55,2,1,none,0
ds004504,55,2,1,phase,100055
ds004504,55,2,2,none,0
ds004504,55,2,2,phase,100055
ds004504,55,3,0,none,0
ds004504,55,3,0,phase,100055
ds004504,55,3,1,none,0
ds004504,55,3,1,phase,100055
ds004504,55,3,2,none,0
ds004504,55,3,2,phase,100055
ds004504,55,4,0,none,0
ds004504,55,4,0,phase,100055
ds004504,55,4,1,none,0
ds004504,55,4,1,phase,100055
ds004504,55,4,2,none,0
ds004504,55,4,2,phase,100055
ds004504,55,5,0,none,0
ds004504,55,5,0,phase,100055
ds004504,55,5,1,none,0
ds004504,55,5,1,phase,100055
ds004504,55,5,2,none,0
ds004504,55,5,2,phase,100055
ds004504,55,6,0,none,0
