dataset,subject,num_models,fit_seed,surrogate,surrogate_seed
ds004505,15,5,0,phase,100015
ds004505,15,5,1,none,0
ds004505,15,5,1,phase,100015
ds004505,15,5,2,none,0
ds004505,15,5,2,phase,100015
ds004505,15,6,0,none,0
ds004505,15,6,0,phase,100015
ds004505,15,6,1,none,0
ds004505,15,6,1,phase,100015
ds004505,15,6,2,none,0
ds004505,15,6,2,phase,100015
ds004505,15,7,0,none,0
ds004505,15,7,0,phase,100015
ds004505,15,7,1,none,0
ds004505,15,7,1,phase,100015
ds004505,15,7,2,none,0
ds004505,15,7,2,phase,100015
ds004505,15,8,0,none,0
ds004505,15,8,0,phase,100015
ds004505,15,8,1,none,0
ds004505,15,8,1,phase,100015
ds004505,15,8,2,none,0
ds004505,15,8,2,phase,100015
ds004505,15,9,0,none,0
ds004505,15,9,0,phase,100015
ds004505,15,9,1,none,0
ds004505,15,9,1,phase,100015
ds004505,15,9,2,none,0
ds004505,15,9,2,phase,100015
ds004505,15,10,0,none,0
ds004505,15,10,0,phase,100015
ds004505,15,10,1,none,0
ds004505,15,10,1,phase,100015
ds004505,15,10,2,none,0
ds004505,15,10,2,phase,100015
ds004505,16,1,0,none,0
ds004505,16,1,0,phase,100016
ds004505,16,1,1,none,0
ds004505,16,1,1,phase,100016
ds004505,16,1,2,none,0
ds004505,16,1,2,phase,100016
ds004505,16,2,0,none,0
ds004505,16,2,0,phase,100016
ds004505,16,2,1,none,0
ds004505,16,2,1,phase,100016
ds004505,16,2,2,none,0
ds004505,16,2,2,phase,100016
ds004505,16,3,0,none,0
ds004505,16,3,0,phase,100016
ds004505,16,3,1,none,0
ds004505,16,3,1,phase,100016
ds004505,16,3,2,none,0
ds004505,16,3,2,phase,100016
ds004505,16,4,0,none,0
ds004505,16,4,0,phase,100016
ds004505,16,4,1,none,0
ds004505,16,4,1,phase,100016
ds004505,16,4,2,none,0
ds004505,16,4,2,phase,100016
ds004505,16,5,0,none,0
ds004505,16,5,0,phase,100016
ds004505,16,5,1,none,0
ds004505,16,5,1,phase,100016
ds004505,16,5,2,none,0
ds004505,16,5,2,phase,100016
ds004505,16,6,0,none,0
ds004505,16,6,0,phase,100016
ds004505,16,6,1,none,0
ds004505,16,6,1,phase,100016
ds004505,16,6,2,none,0
ds004505,16,6,2,phase,100016
ds004505,16,7,0,none,0
ds004505,16,7,0,phase,100016
ds004505,16,7,1,none,0
ds004505,16,7,1,phase,100016
ds004505,16,7,2,none,0
ds004505,16,7,2,phase,100016
ds004505,16,8,0,none,0
ds004505,16,8,0,phase,100016
ds004505,16,8,1,none,0
ds004505,16,8,1,phase,100016
ds004505,16,8,2,none,0
ds004505,16,8,2,phase,100016
ds004505,16,9,0,none,0
ds004505,16,9,0,phase,100016
ds004505,16,9,1,none,0
ds004505,16,9,1,phase,100016
ds004505,16,9,2,none,0
ds004505,16,9,2,phase,100016
ds004505,16,10,0,none,0
ds004505,16,10,0,phase,100016
ds004505,16,10,1,none,0
ds004505,16,10,1,phase,100016
ds004505,16,10,2,none,0
ds004505,16,10,2,phase,100016
ds004505,17,1,0,none,0
ds004505,17,1,0,phase,100017
ds004505,17,1,1,none,0
ds004505,17,1,1,phase,100017
ds004505,17,1,2,none,0
ds004505,17,1,2,phase,100017
ds004505,17,2,0,none,0
ds004505,17,2,0,phase,100017
ds004505,17,2,1,none,0
ds004505,17,2,1,phase,100017
ds004505,17,2,2,none,0
ds004505,17,2,2,phase,100017
ds004505,17,3,0,none,0
ds004505,17,3,0,phase,100017
ds004505,17,3,1,none,0
ds004505,17,3,1,phase,100017
ds004505,17,3,2,none,0
ds004505,17,3,2,phase,100017
ds004505,17,4,0,none,0
ds004505,17,4,0,phase,100017
ds004505,17,4,1,none,0
ds004505,17,4,1,phase,100017
ds004505,17,4,2,none,0
ds004505,17,4,2,phase,100017
ds004505,17,5,0,none,0
ds004505,17,5,0,phase,100017
ds004505,17,5,1,none,0
ds004505,17,5,1,phase,100017
ds004505,17,5,2,none,0
ds004505,17,5,2,phase,100017
ds004505,17,6,0,none,0
ds004505,17,6,0,phase,100017
ds004505,17,6,1,none,0
ds004505,17,6,1,phase,100017
ds004505,17,6,2,none,0
ds004505,17,6,2,phase,100017
ds004505,17,7,0,none,0
ds004505,17,7,0,phase,100017
ds004505,17,7,1,none,0
ds004505,17,7,1,phase,100017
ds004505,17,7,2,none,0
ds004505,17,7,2,phase,100017
ds004505,17,8,0,none,0
ds004505,17,8,0,phase,100017
ds004505,17,8,1,none,0
ds004505,17,8,1,phase,100017
ds004505,17,8,2,none,0
ds004505,17,8,2,phase,100017
ds004505,17,9,0,none,0
ds004505,17,9,0,phase,100017
ds004505,17,9,1,none,0
ds004505,17,9,1,phase,100017
ds004505,17,9,2,none,0
ds004505,17,9,2,phase,100017
ds004505,17,10,0,none,0
ds004505,17,10,0,phase,100017
ds004505,17,10,1,none,0
ds004505,17,10,1,phase,100017
ds004505,17,10,2,none,0
ds004505,17,10,2,phase,100017
ds004505,18,1,0,none,0
ds004505,18,1,0,phase,100018
ds004505,18,1,1,none,0
ds004505,18,1,1,phase,100018
ds004505,18,1,2,none,0
ds004505,18,1,2,phase,100018
ds004505,18,2,0,none,0
ds004505,18,2,0,phase,100018
ds004505,18,2,1,none,0
ds004505,18,2,1,phase,100018
ds004505,18,2,2,none,0
ds004505,18,2,2,phase,100018
ds004505,18,3,0,none,0
ds004505,18,3,0,phase,100018
ds004505,18,3,1,none,0
ds004505,18,3,1,phase,100018
ds004505,18,3,2,none,0
ds004505,18,3,2,phase,100018
ds004505,18,4,0,none,0
ds004505,18,4,0,phase,100018
ds004505,18,4,1,none,0
ds004505,18,4,1,phase,100018
ds004505,18,4,2,none,0
ds004505,18,4,2,phase,100018
ds004505,18,5,0,none,0
ds004505,18,5,0,phase,100018
ds004505,18,5,1,none,0
ds004505,18,5,1,phase,100018
ds004505,18,5,2,none,0
ds004505,18,5,2,phase,100018
ds004505,18,6,0,none,0
ds004505,18,6,0,phase,100018
ds004505,18,6,1,none,0
ds004505,18,6,1,phase,100018
ds004505,18,6,2,none,0
ds004505,18,6,2,phase,100018
ds004505,18,7,0,none,0
ds004505,18,7,0,phase,100018
ds004505,18,7,1,none,0
ds004505,18,7,1,phase,100018
ds004505,18,7,2,none,0
ds004505,18,7,2,phase,100018
ds004505,18,8,0,none,0
ds004505,18,8,0,phase,100018
ds004505,18,8,1,none,0
ds004505,18,8,1,phase,100018
ds004505,18,8,2,none,0
ds004505,18,8,2,phase,100018
ds004505,18,9,0,none,0
ds004505,18,9,0,phase,100018
ds004505,18,9,1,none,0
ds004505,18,9,1,phase,100018
ds004505,18,9,2,none,0
ds004505,18,9,2,phase,100018
ds004505,18,10,0,none,0
ds004505,18,10,0,phase,100018
ds004505,18,10,1,none,0
ds004505,18,10,1,phase,100018
ds004505,18,10,2,none,0
ds004505,18,10,2,phase,100018
ds004505,19,1,0,none,0
ds004505,19,1,0,phase,100019
ds004505,19,1,1,none,0
ds004505,19,1,1,phase,100019
ds004505,19,1,2,none,0
ds004505,19,1,2,phase,100019
ds004505,19,2,0,none,0
ds004505,19,2,0,phase,100019
ds004505,19,2,1,none,0
ds004505,19,2,1,phase,100019
ds004505,19,2,2,none,0
ds004505,19,2,2,phase,100019
ds004505,19,3,0,none,0
ds004505,19,3,0,phase,100019
ds004505,19,3,1,none,0
ds004505,19,3,1,phase,100019
ds004505,19,3,2,none,0
ds004505,19,3,2,phase,100019
ds004505,19,4,0,none,0
ds004505,19,4,0,phase,100019
ds004505,19,4,1,none,0
ds004505,19,4,1,phase,100019
ds004505,19,4,2,none,0
ds004505,19,4,2,phase,100019
ds004505,19,5,0,none,0
ds004505,19,5,0,phase,100019
ds004505,19,5,1,none,0
ds004505,19,5,1,phase,100019
ds004505,19,5,2,none,0
ds004505,19,5,2,phase,100019
ds004505,19,6,0,none,0
ds004505,19,6,0,phase,100019
ds004505,19,6,1,none,0
ds004505,19,6,1,phase,100019
ds004505,19,6,2,none,0
ds004505,19,6,2,phase,100019
ds004505,19,7,0,none,0
ds004505,19,7,0,phase,100019
ds004505,19,7,1,none,0
ds004505,19,7,1,phase,100019
ds004505,19,7,2,none,0
ds004505,19,7,2,phase,100019
ds004505,19,8,0,none,0
ds004505,19,8,0,phase,100019
ds004505,19,8,1,none,0
ds004505,19,8,1,phase,100019
ds004505,19,8,2,none,0
ds004505,19,8,2,phase,100019
ds004505,19,9,0,none,0
ds004505,19,9,0,phase,100019
ds004505,19,9,1,none,0
ds004505,19,9,1,phase,100019
ds004505,19,9,2,none,0
ds004505,19,9,2,phase,100019
ds004505,19,10,0,none,0
ds004505,19,10,0,phase,100019
ds004505,19,10,1,none,0
ds004505,19,10,1,phase,100019
ds004505,19,10,2,none,0
ds004505,19,10,2,phase,100019
ds004505,20,1,0,none,0
ds004505,20,1,0,phase,100020
ds004505,20,1,1,none,0
ds004505,20,1,1,phase,100020
ds004505,20,1,2,none,0
ds004505,20,1,2,phase,100020
ds004505,20,2,0,none,0
ds004505,20,2,0,phase,100020
ds004505,20,2,1,none,0
ds004505,20,2,1,phase,100020
ds004505,20,2,2,none,0
ds004505,20,2,2,phase,100020
ds004505,20,3,0,none,0
ds004505,20,3,0,phase,100020
ds004505,20,3,1,none,0
ds004505,20,3,1,phase,100020
ds004505,20,3,2,none,0
ds004505,20,3,2,phase,100020
ds004505,20,4,0,none,0
ds004505,20,4,0,phase,100020
ds004505,20,4,1,none,0
ds004505,20,4,1,phase,100020
ds004505,20,4,2,none,0
ds004505,20,4,2,phase,100020
ds004505,20,5,0,none,0
ds004505,20,5,0,phase,100020
ds004505,20,5,1,none,0
ds004505,20,5,1,phase,100020
ds004505,20,5,2,none,0
ds004505,20,5,2,phase,100020
ds004505,20,6,0,none,0
ds004505,20,6,0,phase,100020
ds004505,20,6,1,none,0
ds004505,20,6,1,phase,100020
ds004505,20,6,2,none,0
ds004505,20,6,2,phase,100020
ds004505,20,7,0,none,0
ds004505,20,7,0,phase,100020
ds004505,20,7,1,none,0
ds004505,20,7,1,phase,100020
ds004505,20,7,2,none,0
ds004505,20,7,2,phase,100020
ds004505,20,8,0,none,0
ds004505,20,8,0,phase,100020
ds004505,20,8,1,none,0
ds004505,20,8,1,phase,100020
ds004505,20,8,2,none,0
ds004505,20,8,2,phase,100020
ds004505,20,9,0,none,0
ds004505,20,9,0,phase,100020
ds004505,20,9,1,none,0
ds004505,20,9,1,phase,100020
ds004505,20,9,2,none,0
ds004505,20,9,2,phase,100020
ds004505,20,10,0,none,0
ds004505,20,10,0,phase,100020
ds004505,20,10,1,none,0
ds004505,20,10,1,phase,100020
ds004505,20,10,2,none,0
ds004505,20,10,2,phase,100020
ds004505,21,1,0,none,0
ds004505,21,1,0,phase,100021
ds004505,21,1,1,none,0
ds004505,21,1,1,phase,100021
ds004505,21,1,2,none,0
ds004505,21,1,2,phase,100021
ds004505,21,2,0,none,0
ds004505,21,2,0,phase,100021
ds004505,21,2,1,none,0
ds004505,21,2,1,phase,100021
ds004505,21,2,2,none,0
ds004505,21,2,2,phase,100021
ds004505,21,3,0,none,0
ds004505,21,3,0,phase,100021
ds004505,21,3,1,none,0
ds004505,21,3,1,phase,100021
ds004505,21,3,2,none,0
ds004505,21,3,2,phase,100021
ds004505,21,4,0,none,0
ds004505,21,4,0,phase,100021
ds004505,21,4,1,none,0
ds004505,21,4,1,phase,100021
ds004505,21,4,2,none,0
ds004505,21,4,2,phase,100021
ds004505,21,5,0,none,0
ds004505,21,5,0,phase,100021
ds004505,21,5,1,none,0
ds004505,21,5,1,phase,100021
ds004505,21,5,2,none,0
ds004505,21,5,2,phase,100021
ds004505,21,6,0,none,0
ds004505,21,6,0,phase,100021
ds004505,21,6,1,none,0
ds004505,21,6,1,phase,100021
ds004505,21,6,2,none,0
ds004505,21,6,2,phase,100021
ds004505,21,7,0,none,0
ds004505,21,7,0,phase,100021
ds004505,21,7,1,none,0
ds004505,21,7,1,phase,100021
ds004505,21,7,2,none,0
ds004505,21,7,2,phase,100021
ds004505,21,8,0,none,0
ds004505,21,8,0,phase,100021
ds004505,21,8,1,none,0
ds004505,21,8,1,phase,100021
ds004505,21,8,2,none,0
ds004505,21,8,2,phase,100021
ds004505,21,9,0,none,0
ds004505,21,9,0,phase,100021
ds004505,21,9,1,none,0
ds004505,21,9,1,phase,100021
ds004505,21,9,2,none,0
ds004505,21,9,2,phase,100021
ds004505,21,10,0,none,0
ds004505,21,10,0,phase,100021
ds004505,21,10,1,none,0
ds004505,21,10,1,phase,100021
ds004505,21,10,2,none,0
ds004505,21,10,2,phase,100021
ds004505,22,1,0,none,0
ds004505,22,1,0,phase,100022
ds004505,22,1,1,none,0
ds004505,22,1,1,phase,100022
ds004505,22,1,2,none,0
ds004505,22,1,2,phase,100022
ds004505,22,2,0,none,0
ds004505,22,2,0,phase,100022
ds004505,22,2,1,none,0
ds004505,22,2,1,phase,100022
ds004505,22,2,2,none,0
ds004505,22,2,2,phase,100022
ds004505,22,3,0,none,0
ds004505,22,3,0,phase,100022
ds004505,22,3,1,none,0
ds004505,22,3,1,phase,100022
ds004505,22,3,2,none,0
ds004505,22,3,2,phase,100022
ds004505,22,4,0,none,0
ds004505,22,4,0,phase,100022
ds004505,22,4,1,none,0
ds004505,22,4,1,phase,100022
ds004505,22,4,2,none,0
ds004505,22,4,2,phase,100022
ds004505,22,5,0,none,0
ds004505,22,5,0,phase,100022
ds004505,22,5,1,none,0
ds004505,22,5,1,phase,100022
ds004505,22,5,2,none,0
ds004505,22,5,2,phase,100022
ds004505,22,6,0,none,0
ds004505,22,6,0,phase,100022
ds004505,22,6,1,none,0
ds004505,22,6,1,phase,100022
ds004505,22,6,2,none,0
ds004505,22,6,2,phase,100022
ds004505,22,7,0,none,0
ds004505,22,7,0,phase,100022
ds004505,22,7,1,none,0
ds004505,22,7,1,phase,100022
ds004505,22,7,2,none,0
ds004505,22,7,2,phase,100022
ds004505,22,8,0,none,0
ds004505,22,8,0,phase,100022
ds004505,22,8,1,none,0
ds004505,22,8,1,phase,100022
ds004505,22,8,2,none,0
ds004505,22,8,2,phase,100022
ds004505,22,9,0,none,0
ds004505,22,9,0,phase,100022
ds004505,22,9,1,none,0
ds004505,22,9,1,phase,100022
ds004505,22,9,2,none,0
ds004505,22,9,2,phase,100022
ds004505,22,10,0,none,0
ds004505,22,10,0,phase,100022
ds004505,22,10,1,none,0
ds004505,22,10,1,phase,100022
ds004505,22,10,2,none,0
ds004505,22,10,2,phase,100022
ds004505,23,1,0,none,0
ds004505,23,1,0,phase,100023
ds004505,23,1,1,none,0
ds004505,23,1,1,phase,100023
ds004505,23,1,2,none,0
ds004505,23,1,2,phase,100023
ds004505,23,2,0,none,0
ds004505,23,2,0,phase,100023
ds004505,23,2,1,none,0
ds004505,23,2,1,phase,100023
ds004505,23,2,2,none,0
ds004505,23,2,2,phase,100023
ds004505,23,3,0,none,0
ds004505,23,3,0,phase,100023
ds004505,23,3,1,none,0
ds004505,23,3,1,phase,100023
ds004505,23,3,2,none,0
ds004505,23,3,2,phase,100023
ds004505,23,4,0,none,0
ds004505,23,4,0,phase,100023
ds004505,23,4,1,none,0
ds004505,23,4,1,phase,100023
ds004505,23,4,2,none,0
ds004505,23,4,2,phase,100023
ds004505,23,5,0,none,0
ds004505,23,5,0,phase,100023
ds004505,23,5,1,none,0
ds004505,23,5,1,phase,100023
ds004505,23,5,2,none,0
ds004505,23,5,2,phase,100023
ds004505,23,6,0,none,0
ds004505,23,6,0,phase,100023
ds004505,23,6,1,none,0
ds004505,23,6,1,phase,100023
ds004505,23,6,2,none,0
ds004505,23,6,2,phase,100023
ds004505,23,7,0,none,0
ds004505,23,7,0,phase,100023
ds004505,23,7,1,none,0
ds004505,23,7,1,phase,100023
ds004505,23,7,2,none,0
ds004505,23,7,2,phase,100023
ds004505,23,8,0,none,0
ds004505,23,8,0,phase,100023
ds004505,23,8,1,none,0
ds004505,23,8,1,phase,100023
ds004505,23,8,2,none,0
ds004505,23,8,2,phase,100023
ds004505,23,9,0,none,0
ds004505,23,9,0,phase,100023
ds004505,23,9,1,none,0
ds004505,23,9,1,phase,100023
ds004505,23,9,2,none,0
ds004505,23,9,2,phase,100023
ds004505,23,10,0,none,0
ds004505,23,10,0,phase,100023
ds004505,23,10,1,none,0
ds004505,23,10,1,phase,100023
ds004505,23,10,2,none,0
ds004505,23,10,2,phase,100023
ds004505,24,1,0,none,0
ds004505,24,1,0,phase,100024
ds004505,24,1,1,none,0
ds004505,24,1,1,phase,100024
ds004505,24,1,2,none,0
ds004505,24,1,2,phase,100024
ds004505,24,2,0,none,0
ds004505,24,2,0,phase,100024
ds004505,24,2,1,none,0
ds004505,24,2,1,phase,100024
ds004505,24,2,2,none,0
ds004505,24,2,2,phase,100024
ds004505,24,3,0,none,0
ds004505,24,3,0,phase,100024
ds004505,24,3,1,none,0
ds004505,24,3,1,phase,100024
ds004505,24,3,2,none,0
ds004505,24,3,2,phase,100024
ds004505,24,4,0,none,0
ds004505,24,4,0,phase,100024
ds004505,24,4,1,none,0
ds004505,24,4,1,phase,100024
ds004505,24,4,2,none,0
ds004505,24,4,2,phase,100024
ds004505,24,5,0,none,0
ds004505,24,5,0,phase,100024
ds004505,24,5,1,none,0
ds004505,24,5,1,phase,100024
ds004505,24,5,2,none,0
ds004505,24,5,2,phase,100024
ds004505,24,6,0,none,0
ds004505,24,6,0,phase,100024
ds004505,24,6,1,none,0
ds004505,24,6,1,phase,100024
ds004505,24,6,2,none,0
ds004505,24,6,2,phase,100024
ds004505,24,7,0,none,0
ds004505,24,7,0,phase,100024
ds004505,24,7,1,none,0
ds004505,24,7,1,phase,100024
ds004505,24,7,2,none,0
ds004505,24,7,2,phase,100024
ds004505,24,8,0,none,0
ds004505,24,8,0,phase,100024
ds004505,24,8,1,none,0
ds004505,24,8,1,phase,100024
ds004505,24,8,2,none,0
ds004505,24,8,2,phase,100024
ds004505,24,9,0,none,0
ds004505,24,9,0,phase,100024
ds004505,24,9,1,none,0
ds004505,24,9,1,phase,100024
ds004505,24,9,2,none,0
ds004505,24,9,2,phase,100024
ds004505,24,10,0,none,0
ds004505,24,10,0,phase,100024
ds004505,24,10,1,none,0
ds004505,24,10,1,phase,100024
ds004505,24,10,2,none,0
ds004505,24,10,2,phase,100024
ds004505,25,1,0,none,0
ds004505,25,1,0,phase,100025
ds004505,25,1,1,none,0
ds004505,25,1,1,phase,100025
ds004505,25,1,2,none,0
ds004505,25,1,2,phase,100025
ds004505,25,2,0,none,0
ds004505,25,2,0,phase,100025
ds004505,25,2,1,none,0
ds004505,25,2,1,phase,100025
ds004505,25,2,2,none,0
ds004505,25,2,2,phase,100025
ds004505,25,3,0,none,0
ds004505,25,3,0,phase,100025
ds004505,25,3,1,none,0
ds004505,25,3,1,phase,100025
ds004505,25,3,2,none,0
ds004505,25,3,2,phase,100025
ds004505,25,4,0,none,0
ds004505,25,4,0,phase,100025
ds004505,25,4,1,none,0
ds004505,25,4,1,phase,100025
ds004505,25,4,2,none,0
ds004505,25,4,2,phase,100025
ds004505,25,5,0,none,0
ds004505,25,5,0,phase,100025
ds004505,25,5,1,none,0
ds004505,25,5,1,phase,100025
ds004505,25,5,2,none,0
ds004505,25,5,2,phase,100025
ds004505,25,6,0,none,0
ds004505,25,6,0,phase,100025
ds004505,25,6,1,none,0
ds004505,25,6,1,phase,100025
ds004505,25,6,2,none,0
ds004505,25,6,2,phase,100025
ds004505,25,7,0,none,0
ds004505,25,7,0,phase,100025
ds004505,25,7,1,none,0
ds004505,25,7,1,phase,100025
ds004505,25,7,2,none,0
ds004505,25,7,2,phase,100025
ds004505,25,8,0,none,0
ds004505,25,8,0,phase,100025
ds004505,25,8,1,none,0
ds004505,25,8,1,phase,100025
ds004505,25,8,2,none,0
ds004505,25,8,2,phase,100025
ds004505,25,9,0,none,0
ds004505,25,9,0,phase,100025
ds004505,25,9,1,none,0
ds004505,25,9,1,phase,100025
ds004505,25,9,2,none,0
ds004505,25,9,2,phase,100025
ds004505,25,10,0,none,0
ds004505,25,10,0,phase,100025
ds004505,25,10,1,none,0
ds004505,25,10,1,phase,100025
ds004505,25,10,2,none,0
ds004505,25,10,2,phase,100025
ds004504,37,1,0,none,0
ds004504,37,1,0,phase,100037
ds004504,37,1,1,none,0
ds004504,37,1,1,phase,100037
ds004504,37,1,2,none,0
ds004504,37,1,2,phase,100037
ds004504,37,2,0,none,0
ds004504,37,2,0,phase,100037
ds004504,37,2,1,none,0
ds004504,37,2,1,phase,100037
ds004504,37,2,2,none,0
ds004504,37,2,2,phase,100037
ds004504,37,3,0,none,0
ds004504,37,3,0,phase,100037
ds004504,37,3,1,none,0
ds004504,37,3,1,phase,100037
ds004504,37,3,2,none,0
ds004504,37,3,2,phase,100037
ds004504,37,4,0,none,0
ds004504,37,4,0,phase,100037
ds004504,37,4,1,none,0
ds004504,37,4,1,phase,100037
ds004504,37,4,2,none,0
ds004504,37,4,2,phase,100037
ds004504,37,5,0,none,0
ds004504,37,5,0,phase,100037
ds004504,37,5,1,none,0
ds004504,37,5,1,phase,100037
ds004504,37,5,2,none,0
ds004504,37,5,2,phase,100037
ds004504,37,6,0,none,0
ds004504,37,6,0,phase,100037
ds004504,37,6,1,none,0
ds004504,37,6,1,phase,100037
ds004504,37,6,2,none,0
ds004504,37,6,2,phase,100037
ds004504,37,7,0,none,0
ds004504,37,7,0,phase,100037
ds004504,37,7,1,none,0
ds004504,37,7,1,phase,100037
ds004504,37,7,2,none,0
ds004504,37,7,2,phase,100037
ds004504,37,8,0,none,0
ds004504,37,8,0,phase,100037
ds004504,37,8,1,none,0
ds004504,37,8,1,phase,100037
ds004504,37,8,2,none,0
ds004504,37,8,2,phase,100037
ds004504,37,9,0,none,0
ds004504,37,9,0,phase,100037
ds004504,37,9,1,none,0
ds004504,37,9,1,phase,100037
ds004504,37,9,2,none,0
ds004504,37,9,2,phase,100037
ds004504,37,10,0,none,0
ds004504,37,10,0,phase,100037
ds004504,37,10,1,none,0
ds004504,37,10,1,phase,100037
ds004504,37,10,2,none,0
ds004504,37,10,2,phase,100037
ds004504,38,1,0,none,0
ds004504,38,1,0,phase,100038
ds004504,38,1,1,none,0
ds004504,38,1,1,phase,100038
ds004504,38,1,2,none,0
ds004504,38,1,2,phase,100038
ds004504,38,2,0,none,0
ds004504,38,2,0,phase,100038
ds004504,38,2,1,none,0
ds004504,38,2,1,phase,100038
ds004504,38,2,2,none,0
ds004504,38,2,2,phase,100038
ds004504,38,3,0,none,0
ds004504,38,3,0,phase,100038
ds004504,38,3,1,none,0
ds004504,38,3,1,phase,100038
ds004504,38,3,2,none,0
ds004504,38,3,2,phase,100038
ds004504,38,4,0,none,0
ds004504,38,4,0,phase,100038
ds004504,38,4,1,none,0
ds004504,38,4,1,phase,100038
ds004504,38,4,2,none,0
ds004504,38,4,2,phase,100038
ds004504,38,5,0,none,0
ds004504,38,5,0,phase,100038
ds004504,38,5,1,none,0
ds004504,38,5,1,phase,100038
ds004504,38,5,2,none,0
ds004504,38,5,2,phase,100038
ds004504,38,6,0,none,0
ds004504,38,6,0,phase,100038
ds004504,38,6,1,none,0
ds004504,38,6,1,phase,100038
ds004504,38,6,2,none,0
ds004504,38,6,2,phase,100038
ds004504,38,7,0,none,0
ds004504,38,7,0,phase,100038
ds004504,38,7,1,none,0
ds004504,38,7,1,phase,100038
ds004504,38,7,2,none,0
ds004504,38,7,2,phase,100038
ds004504,38,8,0,none,0
ds004504,38,8,0,phase,100038
ds004504,38,8,1,none,0
ds004504,38,8,1,phase,100038
ds004504,38,8,2,none,0
ds004504,38,8,2,phase,100038
ds004504,38,9,0,none,0
ds004504,38,9,0,phase,100038
ds004504,38,9,1,none,0
ds004504,38,9,1,phase,100038
ds004504,38,9,2,none,0
ds004504,38,9,2,phase,100038
ds004504,38,10,0,none,0
ds004504,38,10,0,phase,100038
ds004504,38,10,1,none,0
ds004504,38,10,1,phase,100038
ds004504,38,10,2,none,0
ds004504,38,10,2,phase,100038
ds004504,39,1,0,none,0
ds004504,39,1,0,phase,100039
ds004504,39,1,1,none,0
ds004504,39,1,1,phase,100039
ds004504,39,1,2,none,0
ds004504,39,1,2,phase,100039
ds004504,39,2,0,none,0
ds004504,39,2,0,phase,100039
ds004504,39,2,1,none,0
ds004504,39,2,1,phase,100039
ds004504,39,2,2,none,0
ds004504,39,2,2,phase,100039
ds004504,39,3,0,none,0
ds004504,39,3,0,phase,100039
ds004504,39,3,1,none,0
ds004504,39,3,1,phase,100039
ds004504,39,3,2,none,0
ds004504,39,3,2,phase,100039
ds004504,39,4,0,none,0
ds004504,39,4,0,phase,100039
ds004504,39,4,1,none,0
ds004504,39,4,1,phase,100039
ds004504,39,4,2,none,0
ds004504,39,4,2,phase,100039
ds004504,39,5,0,none,0
ds004504,39,5,0,phase,100039
ds004504,39,5,1,none,0
ds004504,39,5,1,phase,100039
ds004504,39,5,2,none,0
ds004504,39,5,2,phase,100039
ds004504,39,6,0,none,0
ds004504,39,6,0,phase,100039
ds004504,39,6,1,none,0
ds004504,39,6,1,phase,100039
ds004504,39,6,2,none,0
ds004504,39,6,2,phase,100039
ds004504,39,7,0,none,0
ds004504,39,7,0,phase,100039
ds004504,39,7,1,none,0
ds004504,39,7,1,phase,100039
ds004504,39,7,2,none,0
ds004504,39,7,2,phase,100039
ds004504,39,8,0,none,0
ds004504,39,8,0,phase,100039
ds004504,39,8,1,none,0
ds004504,39,8,1,phase,100039
ds004504,39,8,2,none,0
ds004504,39,8,2,phase,100039
ds004504,39,9,0,none,0
ds004504,39,9,0,phase,100039
ds004504,39,9,1,none,0
ds004504,39,9,1,phase,100039
ds004504,39,9,2,none,0
ds004504,39,9,2,phase,100039
ds004504,39,10,0,none,0
ds004504,39,10,0,phase,100039
ds004504,39,10,1,none,0
ds004504,39,10,1,phase,100039
ds004504,39,10,2,none,0
ds004504,39,10,2,phase,100039
ds004504,40,1,0,none,0
ds004504,40,1,0,phase,100040
ds004504,40,1,1,none,0
ds004504,40,1,1,phase,100040
ds004504,40,1,2,none,0
ds004504,40,1,2,phase,100040
ds004504,40,2,0,none,0
ds004504,40,2,0,phase,100040
ds004504,40,2,1,none,0
ds004504,40,2,1,phase,100040
ds004504,40,2,2,none,0
ds004504,40,2,2,phase,100040
ds004504,40,3,0,none,0
ds004504,40,3,0,phase,100040
ds004504,40,3,1,none,0
ds004504,40,3,1,phase,100040
ds004504,40,3,2,none,0
ds004504,40,3,2,phase,100040
ds004504,40,4,0,none,0
ds004504,40,4,0,phase,100040
ds004504,40,4,1,none,0
ds004504,40,4,1,phase,100040
ds004504,40,4,2,none,0
ds004504,40,4,2,phase,100040
ds004504,40,5,0,none,0
ds004504,40,5,0,phase,100040
ds004504,40,5,1,none,0
ds004504,40,5,1,phase,100040
ds004504,40,5,2,none,0
ds004504,40,5,2,phase,100040
ds004504,40,6,0,none,0
ds004504,40,6,0,phase,100040
ds004504,40,6,1,none,0
ds004504,40,6,1,phase,100040
ds004504,40,6,2,none,0
ds004504,40,6,2,phase,100040
ds004504,40,7,0,none,0
ds004504,40,7,0,phase,100040
ds004504,40,7,1,none,0
ds004504,40,7,1,phase,100040
ds004504,40,7,2,none,0
ds004504,40,7,2,phase,100040
ds004504,40,8,0,none,0
ds004504,40,8,0,phase,100040
ds004504,40,8,1,none,0
ds004504,40,8,1,phase,100040
ds004504,40,8,2,none,0
ds004504,40,8,2,phase,100040
ds004504,40,9,0,none,0
ds004504,40,9,0,phase,100040
ds004504,40,9,1,none,0
ds004504,40,9,1,phase,100040
ds004504,40,9,2,none,0
ds004504,40,9,2,phase,100040
ds004504,40,10,0,none,0
ds004504,40,10,0,phase,100040
ds004504,40,10,1,none,0
ds004504,40,10,1,phase,100040
