dataset,subject,component,mean_rho,activation,empirical_density,fitted_density
ds004505,sub-01,34,1.0376397047162462,3.8874794478039174,0.0025751104101166484,0.0020584322592015329
ds004505,sub-01,34,1.0376397047162462,3.9539320879373179,0.0020370276378534682,0.0018896196539201844
ds004505,sub-01,34,1.0376397047162462,4.0203847280707183,0.0016334655586560829,0.0017362565633370561
ds004505,sub-01,34,1.0376397047162462,4.0868373682041188,0.0014220758981241192,0.0015969116489948033
ds004505,sub-01,34,1.0376397047162462,4.1532900083375193,0.0015950310749229988,0.0014702858648797292
ds004505,sub-01,34,1.0376397047162462,4.2197426484709188,0.0010953827863929321,0.0013552002939939602
ds004505,sub-01,34,1.0376397047162462,4.2861952886043184,0.0012299034794586979,0.0012505850955546603
ds004505,sub-01,34,1.0376397047162462,4.3526479287377189,0.0012875552050583242,0.001155469462334588
ds004505,sub-01,34,1.0376397047162462,4.4191005688711193,0.0011146000282594448,0.0010689724966354737
ds004505,sub-01,34,1.0376397047162462,4.4855532090045198,0.0014220758981241192,0.00099029492157573246
ds004505,sub-01,34,1.0376397047162462,4.5520058491379203,0.00099929657706019194,0.00091871155184387703
ds004505,sub-01,34,1.0376397047162462,4.6184584892713207,0.001133817270125987,0.00085356445488019353
ds004505,sub-01,34,1.0376397047162462,4.6849111294047212,0.00094164485146056541,0.00079425673965844833
ds004505,sub-01,34,1.0376397047162462,4.7513637695381217,0.00098007933519364977,0.00074024691589851324
ds004505,sub-01,34,1.0376397047162462,4.8178164096715221,0.000634168981595891,0.0006910437716974231
ds004505,sub-01,34,1.0376397047162462,4.8842690498049226,0.00069182070719551742,0.0006462017222642534
ds004505,sub-01,34,1.0376397047162462,4.9507216899383222,0.00069182070719553607,0.00060531658672322204
ds004505,sub-01,34,1.0376397047162462,5.0171743300717218,0.00059573449786280675,0.00056802175384632763
ds004505,sub-01,34,1.0376397047162462,5.0836269702051222,0.0007110379490620596,0.00053398470112500554
ds004505,sub-01,34,1.0376397047162462,5.1500796103385227,0.00053808277226318022,0.00050290383482053721
ds004505,sub-01,34,1.0376397047162462,5.2165322504719231,0.0005573000141297224,0.00047450562157317017
ds004505,sub-01,34,1.0376397047162462,5.2829848906053236,0.00074947243279514385,0.00044854198482583991
ds004505,sub-01,7,1.4205420042984873,-4.9807525964323816,0.00083430756539360775,0.00079545424089133598
ds004505,sub-01,7,1.4205420042984873,-4.9181016203766283,0.00065116688030720593,0.0008441020711625676
ds004505,sub-01,7,1.4205420042984873,-4.8554506443208751,0.00075291170535520685,0.00089588345087955232
ds004505,sub-01,7,1.4205420042984873,-4.7927996682651219,0.00087500549541280799,0.00095103396801646646
ds004505,sub-01,7,1.4205420042984873,-4.7301486922093687,0.00099709928547040924,0.0010098134927201119
ds004505,sub-01,7,1.4205420042984873,-4.6674977161536155,0.00081395860038400753,0.0010725096869185274
ds004505,sub-01,7,1.4205420042984873,-4.6048467400978623,0.00091570342543200844,0.001139442108746601
ds004505,sub-01,7,1.4205420042984873,-4.5421957640421091,0.0011191930755280104,0.0012109670115012232
ds004505,sub-01,7,1.4205420042984873,-4.4795447879863559,0.0010581461804992096,0.001287482951598327
ds004505,sub-01,7,1.4205420042984873,-4.4168938119306027,0.0012819847956048118,0.0013694373364103837
ds004505,sub-01,7,1.4205420042984873,-4.3542428358748495,0.0011598910055472106,0.0014573340609699951
ds004505,sub-01,7,1.4205420042984873,-4.2915918598190963,0.0016279172007680151,0.0015517424023533627
ds004505,sub-01,7,1.4205420042984873,-4.2289408837633431,0.0013023337606144119,0.0016533073620815758
ds004505,sub-01,7,1.4205420042984873,-4.1662899077075899,0.001750010990825616,0.0017627616700145057
ds004505,sub-01,7,1.4205420042984873,-4.1036389316518367,0.0017296620258160159,0.0018809396878045974
ds004505,sub-01,7,1.4205420042984873,-4.0409879555960835,0.001851755815873617,0.002008793475778519
ds004505,sub-01,7,1.4205420042984873,-3.9783369795403303,0.0021976882210368045,0.0021474113137660402
ds004505,sub-01,7,1.4205420042984873,-3.9156860034845766,0.0022587351160656207,0.002298038993409269
ds004505,sub-01,7,1.4205420042984873,-3.8530350274288234,0.0025232716611904233,0.0024621042262192709
