run_id,method,subject,component,dipole_residual_variance_percent,dipole_x,dipole_y,dipole_z,iclabel_brain,iclabel_muscle,iclabel_eye,kurtosis,variance_explained,topomap_path,notes
sub-37__fastica_cpu,FastICA,sub-37,0,52.22175833526077,-0.05768037699534884,-0.0013864459759104037,0.028703373296076508,,,,98.96357873725627,,,
sub-37__fastica_cpu,FastICA,sub-37,1,17.81235492726121,-0.05133982725279093,-0.02553563369492459,0.032733301082450976,0.8308959007263184,,,1222.7284908785184,,,
sub-37__fastica_cpu,FastICA,sub-37,2,74.71388012994161,-0.002679692901298547,-0.02154105942237267,0.06251222851921096,0.9587074518203735,,,2365.500782658736,,,
sub-37__fastica_cpu,FastICA,sub-37,3,1.7396378275954305,-0.010893612827812224,0.0028584684190673267,0.06505760321180415,0.9969289302825928,,,-0.43647039984889346,,,
sub-37__fastica_cpu,FastICA,sub-37,4,55.651031526559294,0.0011220442036854875,0.02005134680561391,0.06289867303491892,0.9080995321273804,,,1.7774890042834564,,,
sub-37__fastica_cpu,FastICA,sub-37,5,6.496021152212833,-0.04172670815551685,0.030280218142318904,0.041310065135231645,0.9799997806549072,,,5.80052642507445,,,
sub-37__fastica_cpu,FastICA,sub-37,6,34.26088925876995,0.0,0.06,0.02,,,,293.47681841687654,,,
sub-37__fastica_cpu,FastICA,sub-37,7,6.980595877218164,0.005863520690714971,-0.020196716946055397,0.06258615619730562,0.9998641014099121,,,0.22532521257951776,,,
sub-37__fastica_cpu,FastICA,sub-37,8,22.61258803678274,-0.012585217873580771,0.0642152770969784,0.009936519557977834,,,0.5575904846191406,9.9855424478888,,,
sub-37__fastica_cpu,FastICA,sub-37,9,4.751627980944988,-0.015455781787528058,-0.04855751751849736,0.0420483899281435,0.9959532618522644,,,2.5751905059554296,,,
sub-37__fastica_cpu,FastICA,sub-37,10,20.647106499443794,-0.04288621730708895,0.048059235780270264,0.015179217987688374,,0.5347813963890076,,3.1469916545623464,,,
sub-37__fastica_cpu,FastICA,sub-37,11,31.08687288725497,-0.005791370822396448,0.06368455797404236,0.016356824650002384,0.7734035849571228,,,1.0143004873793107,,,
sub-37__fastica_cpu,FastICA,sub-37,12,11.88605022814042,0.02452171121896613,-0.04958319367443931,0.03634200987694265,0.9993263483047485,,,2.723253344231778,,,
sub-37__fastica_cpu,FastICA,sub-37,13,47.10670813773531,-0.05420840708026721,0.008245607420893416,0.036853673785943036,0.9896644353866577,,,1.5238012137844121,,,
sub-37__fastica_cpu,FastICA,sub-37,14,14.326477918452454,0.061763693231154174,0.008081809366489218,0.022037740559252145,0.5284525752067566,,,0.9002930113902248,,,
sub-37__infomax_cpu,Infomax,sub-37,0,44.822661068210664,0.02376869220571587,0.006865275550262627,0.061214646387476944,,,,81.30763349163264,,,
sub-37__infomax_cpu,Infomax,sub-37,1,73.84423217823421,-0.0016979641284879316,-0.02575762462462299,0.06091599198992941,0.8534126877784729,,,2577.8170671650073,,,
sub-37__infomax_cpu,Infomax,sub-37,2,70.14367778280749,0.029754025807176444,0.03206955875429419,0.049507131334357315,0.6391324400901794,,,1.6285842343793977,,,
sub-37__infomax_cpu,Infomax,sub-37,3,17.542847755249383,-0.051567903621759455,-0.025172481853451053,0.03279775194240335,0.8201333284378052,,,1222.5327862297465,,,
sub-37__infomax_cpu,Infomax,sub-37,4,2.22493227192291,-0.011682398432678638,0.0019314527409643035,0.06495929674362982,0.9982138872146606,,,-0.45827381857386795,,,
sub-37__infomax_cpu,Infomax,sub-37,5,5.9293071746974135,-0.008363345785933876,-0.0035144301838618735,0.0654393701978891,0.9999315142631531,,,0.16872950713195012,,,
sub-37__infomax_cpu,Infomax,sub-37,6,11.903298963433457,-0.040323503404146886,0.03557391357575783,0.03838015820456552,0.9827675223350525,,,5.634654759690758,,,
sub-37__infomax_cpu,Infomax,sub-37,7,34.582654944215406,0.0,0.06,0.02,,,,293.02820965996153,,,
sub-37__infomax_cpu,Infomax,sub-37,8,30.287776572607356,-0.00914189204829538,0.02831286024901801,0.05893148265020037,0.972763180732727,,,1.1636470071519396,,,
sub-37__infomax_cpu,Infomax,sub-37,9,13.885286386317063,0.024569534492674,-0.050199013276425175,0.035343385114243085,0.9967262148857117,,,2.9641127345441776,,,
sub-37__infomax_cpu,Infomax,sub-37,10,5.314351349398606,-0.01438449577804175,-0.04660484429149394,0.044566708360735056,0.9981093406677246,,,1.071286408901126,,,
sub-37__infomax_cpu,Infomax,sub-37,11,21.850997645731596,-0.044149320139806006,0.046549995531613785,0.016147372449962602,,0.5025509595870972,,3.1250454118748943,,,
sub-37__infomax_cpu,Infomax,sub-37,12,28.04691330010604,-0.012311245619962524,0.0645049623006893,0.007212302208739591,,,0.5432001948356628,11.397288502017176,,,
sub-37__infomax_cpu,Infomax,sub-37,13,54.842232768909085,0.03613239262191467,0.051617907264638455,0.02023770773552951,0.8718916773796082,,,0.4897063614933548,,,
sub-37__infomax_cpu,Infomax,sub-37,14,15.080619874086238,0.06182121886076767,0.0006797974727926455,0.023458638717227295,0.4510155916213989,,,0.8929929769110982,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,0,42.32369719136013,-0.011861312475171928,0.01418009029311779,0.06340081264986845,,,,260.4156439336438,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,1,16.784989562068134,-0.051503035407201185,-0.025261392231969628,0.03278011440650572,0.751467764377594,,,1225.0981796838407,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,2,2.3562014971844008,-0.013573154961523259,0.0007159232594579101,0.06461085820833966,0.9986104965209961,,,-0.39332789772326615,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,3,4.653850053649023,-0.03414612596275514,0.03097139067073699,0.04727208689327484,0.99566650390625,,,6.092610301810616,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,4,31.060856372182883,0.0,0.06,0.02,,,0.6404613256454468,288.59402908177026,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,5,3.748265005848367,0.009898034211607325,-0.007354854206753593,0.06490739569184777,0.9988514184951782,,,0.1417537724386353,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,6,29.18706890059157,-0.02158241955761669,0.06155721652326451,0.011011187214836066,0.889366626739502,,,0.8069447247108177,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,7,4.296745620324572,-0.018674217169499466,-0.04688401437607868,0.042798638582002245,0.9648483395576477,,,72.88652788885302,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,8,23.484469572305173,-0.04307654671201758,0.04792848480559968,0.015060206166648419,,0.5615285038948059,,6.270519370548078,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,9,47.44745605543039,-0.05426118373878683,0.013088040712957742,0.035510356975928796,0.9954231381416321,,,2.7744103907040722,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,10,11.681342902617118,0.06149002599086967,0.009525136305151193,0.022199066924583292,0.5929479002952576,,,0.8791710091611846,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,11,26.59977209589347,-0.013178742099410447,0.064202105048923,0.008316766278522405,,,0.630088210105896,11.539370571132602,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,12,75.35394469647656,0.0009251445845970957,-0.027048610461184248,0.06027382588521699,0.9843119978904724,,,1875.817890228913,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,13,58.08249266451128,-6.312759247460286e-05,0.01779332098985675,0.06373864942705701,0.8686736822128296,,,2.079903233086866,,,
sub-37__jax_gpu,AMICA-Python (JAX-GPU),sub-37,14,13.345882791689434,0.029161575768693323,-0.04759469865589503,0.035415407187061695,0.9992172718048096,,,2.697393197480614,,,
sub-37__picard_cpu,Picard,sub-37,0,22.271779556120507,-0.009052656875358462,-0.002697331965623631,0.06538968286084075,,,,123.89156489662095,,,
sub-37__picard_cpu,Picard,sub-37,1,17.64997110057979,-0.05152557280981482,-0.025225405899172205,0.032818182813829797,0.8151274919509888,,,1222.1076587451685,,,
sub-37__picard_cpu,Picard,sub-37,2,61.88277505896388,-0.0014162202456528806,-0.024491248419478317,0.06134396370385914,0.9838525056838989,,,2335.822961194318,,,
sub-37__picard_cpu,Picard,sub-37,3,55.482125538577584,-0.0028459855825185196,0.012336096370431215,0.06479330253253655,0.932843029499054,,,1.849134272281681,,,
sub-37__picard_cpu,Picard,sub-37,4,1.8489546356896227,0.017330963722191395,0.020221802358518195,0.060415457823729535,0.9993603825569153,,,0.15964835461979643,,,
sub-37__picard_cpu,Picard,sub-37,5,2.398628346578249,-0.015673609555504685,-0.02133979451006877,0.06053159527762132,0.9998152852058411,,,0.23610737085761402,,,
sub-37__picard_cpu,Picard,sub-37,6,6.917947390001473,-0.04688189247488964,0.008027552982474989,0.04585446371435591,0.9693164229393005,,,5.960561646051472,,,
sub-37__picard_cpu,Picard,sub-37,7,6.029620262840652,-0.027951926516268634,0.0303716902525285,0.051532220407902105,0.9938817024230957,,,0.6628117955437731,,,
sub-37__picard_cpu,Picard,sub-37,8,34.2836975903673,0.0,0.06,0.02,,,,293.44888014043073,,,
sub-37__picard_cpu,Picard,sub-37,9,14.671628071397933,-0.013647550868028878,0.06398568310926243,0.009176457536596341,0.4161471128463745,,,10.226939583883839,,,
sub-37__picard_cpu,Picard,sub-37,10,4.09721471801771,-0.016788962857364004,-0.04443033991316772,0.045863041723493495,0.990301787853241,,,3.885433344368878,,,
sub-37__picard_cpu,Picard,sub-37,11,16.692879761254787,-0.044707492343671586,0.045830586525701614,0.016136744911291637,,0.6238928437232971,,3.2339132417282244,,,
sub-37__picard_cpu,Picard,sub-37,12,34.5993683475742,-0.03552881808472416,0.00693746036921862,0.05526377549882045,0.9966107606887817,,,1.8108735490742172,,,
sub-37__picard_cpu,Picard,sub-37,13,9.612340468776253,0.01977917498183246,-0.05053306146399146,0.03772124821167992,0.9987647533416748,,,2.660125139210101,,,
sub-37__picard_cpu,Picard,sub-37,14,19.939360506410097,0.0621062410315555,0.007782246906323986,0.02137070663674758,0.48039132356643677,,,0.919334105663661,,,
sub-38__fastica_cpu,FastICA,sub-38,0,67.73151106268429,-0.0564195064522795,0.015164912516281992,0.031014385613432446,0.5470057129859924,,,1325.955641092976,,,
sub-38__fastica_cpu,FastICA,sub-38,1,38.18426343727721,0.037705825102027093,0.0023125864390575513,0.05415014049722661,,,,1.2136639837493428,,,
sub-38__fastica_cpu,FastICA,sub-38,2,78.28575941120243,0.0006315924220173048,0.014635923102938287,0.06438819846886515,0.8859491944313049,,,580.9318343044118,,,
sub-38__fastica_cpu,FastICA,sub-38,3,12.952855854794976,0.04877787981450809,-0.027172742408516085,0.035459970055374164,0.6612930297851562,,,662.0223153265532,,,
sub-38__fastica_cpu,FastICA,sub-38,4,74.34923967766224,0.0003184782765844768,-0.02991231247267863,0.058892295909023486,0.7666441798210144,,,896.4852600844729,,,
sub-38__fastica_cpu,FastICA,sub-38,5,24.702469894548884,-0.05451197641689159,-0.027523855064833437,0.025392756757451892,0.6031160354614258,,,790.5146691549255,,,
sub-38__fastica_cpu,FastICA,sub-38,6,52.269862195263066,0.03592729362562397,-0.04085708501346064,0.03762800270867371,0.8687840700149536,,,1118.2184826382295,,,
sub-38__fastica_cpu,FastICA,sub-38,7,30.541036563436435,-0.022592503950875423,-0.05199562875941979,0.03391897410356371,0.8646299242973328,,,1335.8540939935083,,,
sub-38__fastica_cpu,FastICA,sub-38,8,21.569112757081527,0.01984737928997108,-0.05228952705592082,0.03508958081871347,0.5344769954681396,,,790.8285488635579,,,
sub-38__fastica_cpu,FastICA,sub-38,9,42.61988845759287,-0.040418602405538864,-0.0351145377287126,0.038893105612484324,0.7242599129676819,,,335.5882678306597,,,
sub-38__fastica_cpu,FastICA,sub-38,10,5.473950162432885,-0.0015025802519514732,0.06505888116631561,0.011378861449289233,,,0.9887025952339172,30.84033849192368,,,
sub-38__fastica_cpu,FastICA,sub-38,11,5.522884937750234,0.04204718785413368,0.031524925214991034,0.03996912906468304,0.7748741507530212,,,99.48046228766928,,,
sub-38__fastica_cpu,FastICA,sub-38,12,11.753472990253258,0.007563049668498491,0.06348621935405262,0.016644315558750396,,,0.8799131512641907,5.729474275000156,,,
sub-38__fastica_cpu,FastICA,sub-38,13,14.809759031507753,0.044168358654912955,0.04289550152412434,0.02426027413142055,0.5453668236732483,,,132.96882467017338,,,
sub-38__fastica_cpu,FastICA,sub-38,14,23.728815095818476,-0.04130351402834253,0.04503173587212444,0.02514110859769656,0.5296554565429688,,,63.70118223628111,,,
sub-38__infomax_cpu,Infomax,sub-38,0,67.75240512562111,-0.05560022992997031,0.014015232200033633,0.032888780295172816,0.5451101660728455,,,1321.0196910360041,,,
sub-38__infomax_cpu,Infomax,sub-38,1,36.92628831524204,0.03719132160993139,0.002229749822054149,0.054563527049977044,,,,1.2139840091092635,,,
sub-38__infomax_cpu,Infomax,sub-38,2,78.15082367525889,0.0005526093063075506,0.014600066567149309,0.06439675316974781,0.870917022228241,,,582.4398326353607,,,
sub-38__infomax_cpu,Infomax,sub-38,3,12.727199187805084,0.051103083913270626,-0.023730091688864367,0.034743616783941236,0.6804256439208984,,,667.1157080224581,,,
sub-38__infomax_cpu,Infomax,sub-38,4,23.64537114131322,-0.05332477807833048,-0.022345829680622854,0.031829969399149775,0.5361302495002747,,,806.7429538761271,,,
sub-38__infomax_cpu,Infomax,sub-38,5,73.54383700703403,7.235713406048374e-05,-0.03158214425573249,0.058088780671984176,0.8060818910598755,,,919.5773975631995,,,
sub-38__infomax_cpu,Infomax,sub-38,6,51.348590399709835,0.03695271412665578,-0.03792315496587936,0.03950668894608187,0.8704825639724731,,,1126.293805695473,,,
sub-38__infomax_cpu,Infomax,sub-38,7,28.3910402824109,-0.02099871031658887,-0.052042794053494795,0.03487237860246466,0.8502751588821411,,,1338.8101177586198,,,
sub-38__infomax_cpu,Infomax,sub-38,8,18.242730350650987,0.02003628689673646,-0.05214705691230749,0.03519339010097657,0.6070765852928162,,,837.3600478424697,,,
sub-38__infomax_cpu,Infomax,sub-38,9,40.730454392563686,-0.038058573126213684,-0.034320485702158926,0.04172637287497689,0.7346280813217163,,,340.3510652197923,,,
sub-38__infomax_cpu,Infomax,sub-38,10,5.2349746152058,-0.0018124608026873301,0.06487739206003443,0.012340741724284043,,,0.9865915179252625,31.074849088150017,,,
sub-38__infomax_cpu,Infomax,sub-38,11,5.887123474303749,0.04125215183310329,0.03263795192676944,0.03990441871230817,0.7744477987289429,,,101.40314109416673,,,
sub-38__infomax_cpu,Infomax,sub-38,12,11.7693320001395,0.00755526141565462,0.06339487269832134,0.016840620830348693,,,0.8949347734451294,6.05521348687242,,,
sub-38__infomax_cpu,Infomax,sub-38,13,15.293144556976017,0.04439425644843128,0.0426477913011531,0.0239909052789323,0.5756588578224182,,,133.02749656771306,,,
sub-38__infomax_cpu,Infomax,sub-38,14,23.656360629247203,-0.041065160440559134,0.045527197977216334,0.02494879720364633,0.5689204335212708,,,64.03002822291886,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,0,32.80824031798349,0.04124910859415938,0.0016733927570431067,0.05158182951518443,,,,1.2142761857304425,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,1,88.86869528389171,0.004853223276897624,0.015385985315365839,0.06406789800770175,0.73304682970047,,,406.0553940384355,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,2,27.62639775962367,-0.0479420180577997,0.006130321896459431,0.04503928033574505,0.9932644367218018,,,1205.2886943976014,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,3,13.116676955635924,0.04767607324383366,-0.028685469877715704,0.03553892386180375,0.7617344260215759,,,685.8400804261864,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,4,54.709314432922056,-0.049318590259563214,-0.028584006023623796,0.03327840429376604,0.49134862422943115,,,461.60389528509677,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,5,21.03051442835833,0.015699853750596543,-0.012902388845498757,0.06286800402953772,0.9762197136878967,,,972.5040728794239,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,6,38.34489185454393,-0.048429203294040386,-0.03009491734793771,0.03360382154421424,0.8101053833961487,,,375.68581177141886,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,7,1.4944541856141313,-0.015493089670491402,-0.017676874694615992,0.03803962281599805,0.9554867744445801,,,1059.8589788932836,,,
sub-38__jax_gpu,AMICA-Python (JAX-GPU),sub-38,8,4.402581967171926,0.025236551291701242,-0.050147993237695566,0.03483169212083277,0.6127163171768188,,,634.5577310581577,,,
